txt_id,sen_ix,sentence,label_seq,pos_seq,labeled_sentence,genre
fet-fragment01,52,"Frederica did not attempt to ascertain the fumbled name , having given up interest in stray new people until it was clear that they were of real concern .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'PART', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","Frederica did not attempt to ascertain the M_fumbled name , having given up interest M_in M_stray new people until it was M_clear that they were of real concern .",fiction
a7s-fragment03,42,"Not at Paul Hill 's remembrance of beatings past , when he could hear the sound of steel-tipped boots running to take part in the fun , and once heard a principal medical officer , no less , telling colleagues : Do n't walk his face , do n't walk his face .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","Not at Paul Hill 's remembrance of beatings M_past , when he could hear the sound of steel-tipped boots M_running to M_take M_part M_in the fun , and once heard a principal medical officer , no less , telling colleagues : Do n't walk his face , do n't walk his face .",news
kbw-fragment11,4119,I wish I could I 'd like to,"[0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADP']",I wish I could I 'd like to,conversation
a6u-fragment02,277,"At the same time the ambivalence of her own , and modern Mexico 's position is manifested in the figure of the artist .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","M_At the same time the ambivalence of her own , and modern Mexico 's M_position is manifested M_in the figure of the artist .",academic
g0l-fragment01,69,"Trepper was interrogated by the Gestapo and we believed he became a double agent , a lot of misinformation was received in Moscow .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT']","Trepper was interrogated by the Gestapo and we believed he became a M_double agent , a M_lot of misinformation was received in Moscow .",fiction
b1g-fragment02,844,"This chapter , then , attempts to review some of the problems in environmental monitoring and prediction , describes some of the relevant scientific and organizational activities and looks ahead to what is likely to happen next .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'PART', 'VERB', 'DET', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADP', 'DET', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'VERB', 'ADJ', 'PART', 'VERB', 'ADV', 'PUNCT']","This chapter , then , attempts to review some of the problems in environmental monitoring and prediction , describes some of the relevant scientific and organizational activities and looks ahead to what is likely to happen next .",academic
a1p-fragment01,4,"But Dr Runcie 's ideas of a limited primacy recognising the Pope as a central figure in the Christian Church , who would exercise a primacy for the sake of unity and mission have been rejected as insufficient by the Pope .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT']","But Dr Runcie 's ideas of a limited primacy recognising the Pope as a M_central figure M_in the Christian Church , who would M_exercise a primacy for the sake of unity and mission have been rejected as insufficient by the Pope .",news
kbd-fragment07,2559,"all the downstairs , I mean all the plebs were upstairs all the downstairs was erm","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN']","all the downstairs , I mean all the plebs were upstairs all the downstairs was erm",conversation
b1g-fragment02,1320,If an association is suggested then we would want to collect data in other areas to assess the hypothesis further .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",If an association is suggested then we would want to collect data in other areas to assess the hypothesis further .,academic
bpa-fragment14,2270,And do n't try and get the door open .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'VERB', 'ADV', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']",And do n't try and get the door open .,fiction
kbw-fragment17,6044,amazing little sitting rooms !,"[0, 0, 0, 0, 0]","['ADJ', 'ADJ', 'VERB', 'NOUN', 'PUNCT']",amazing little sitting rooms !,conversation
a4d-fragment02,78,"Its architect had spent the war years with fellow Royal Academicians planning the orderly and spacious London of the future , free of smoke and industry .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","Its architect had M_spent the war years with fellow Royal Academicians planning the orderly and spacious London of the future , M_free of smoke and industry .",news
kbc-fragment13,6214,"And well lots of people go and have blood pressure taken , they find it 's high , and they","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['CCONJ', 'INTJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'PRON']","And well M_lots of people go and have blood pressure M_taken , they M_find it 's M_high , and they",conversation
a3e-fragment03,49,"A leafy retreat is an excellent goal for a small town garden , but it is best made acknowledging the urban setting , using un-wild plants such as bamboo , acanthus , fig , vine , alchemilla , euphorbia , wisteria .","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","A leafy M_retreat is an excellent M_goal for a small town garden , but it is best made acknowledging the urban setting , using un-wild plants such as bamboo , acanthus , fig , vine , alchemilla , euphorbia , wisteria .",news
b1g-fragment02,1162,"More than that , it seems highly likely that the social science aspects of environmental problems will underpin the actions of governments and international agencies .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADJ', 'ADP', 'DET', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","More than that , it seems highly likely that the social science aspects of environmental problems will underpin the actions of governments and international agencies .",academic
ew1-fragment01,16,"Faced with Chamberlain 's proposition , and without a majority of his own , Long had no option but to agree .","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'PROPN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PART', 'VERB', 'PUNCT']","M_Faced M_with Chamberlain 's proposition , and M_without a majority of his own , Long M_had no option but to agree .",academic
a3k-fragment11,138,"Although collective property auctions take place regularly in London ( often primarily for investors rather than house-hunters ) , in country areas the more typical auction will be just for one house , and as likely as not will take place in a nearby pub or village hall .","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'ADV', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADJ', 'ADP', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","Although collective property auctions M_take M_place regularly in London ( often primarily for investors rather than M_house-hunters ) , in country areas the more typical auction will be just for one house , and as likely as not will M_take M_place in a nearby pub or village hall .",news
kbh-fragment41,5275,I want one .,"[0, 0, 0, 0]","['PRON', 'VERB', 'NUM', 'PUNCT']",I want one .,conversation
acj-fragment01,147,"The effect of that test would be to pick out those reckless killings which occurred when D had already manifested substantial moral and legal culpability , and to classify them as murder .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADV', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PART', 'VERB', 'PRON', 'ADP', 'NOUN', 'PUNCT']","The effect of M_that test would be to pick out M_those reckless killings which occurred when D had already manifested M_substantial moral and legal culpability , and to classify them as murder .",academic
fpb-fragment01,1285,"In the passage , she stumbled and almost fell , then flung back the door to the bedroom .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","In the passage , she stumbled and almost fell , then flung back the door to the bedroom .",fiction
g0l-fragment01,86,The British were involved with them through us and it was their advanced work on breaking cyphers that enabled the ring to establish such a great record .,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['DET', 'PROPN', 'VERB', 'VERB', 'ADP', 'PRON', 'ADP', 'PRON', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']",The British were involved M_with them M_through us and it was their advanced work M_on M_breaking cyphers that enabled the M_ring to establish such a M_great record .,fiction
kbw-fragment42,14885,What do you want me to do ?,"[0, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'VERB', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'PUNCT']",What do you want me to do ?,conversation
ac2-fragment06,1499,I 'll go and collect my hat and coat !,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","['PRON', 'VERB', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",I 'll M_go and M_collect my M_hat and M_coat !,fiction
a4d-fragment02,94,"Scott was so pleased with the style he had evolved at Battersea , a treatment that humanised industrial forms without denying their function , that he also used it on the Guinness Factory at Park Royal , west London .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'ADV', 'VERB', 'PRON', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']","Scott was so pleased M_with the style he had M_evolved at Battersea , a treatment that M_humanised industrial forms M_without denying their function , that he also used it on the Guinness Factory at Park Royal , west London .",news
ahf-fragment63,1188,"It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament , British membership of the EC , or anything else .","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'PART', 'VERB', 'PART', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'CCONJ', 'NOUN', 'ADV', 'PUNCT']","It is also a warning M_to all M_hack Tories who think that it is a telling M_blow M_against Kinnock to keep on M_pointing M_out that he has M_reversed his opinions M_about unilateral nuclear disarmament , British membership of the EC , or anything else .",news
fpb-fragment01,1298,"His attention was also caught by a woman dressed in midnight-blue satin and diamonds ; the sister of a Middle-Eastern ruler , she was known as an audacious gambler .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","His attention was also M_caught by a woman dressed in midnight-blue satin and diamonds ; the sister of a Middle-Eastern M_ruler , she was known as an audacious gambler .",fiction
ab9-fragment03,958,"Peter Yeo , who had personally persuaded Barton of the presentational disadvantage of using words like darkies , niggers or wogs , decided that immigrants even though used in the manner of one invoking a curse , was as good as he was going to get with this particular client .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","['PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADV', 'VERB', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","Peter Yeo , who had personally persuaded Barton of the M_presentational disadvantage of using words like darkies , niggers or wogs , decided that immigrants even though used M_in the manner of one M_invoking a M_curse , was as good as he was going to M_get M_with M_this particular client .",fiction
alp-fragment01,64,The development of the Somerset AEC both accords with and constitutes a practical example of the Home Office 's recent guidance to sentencers :,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",The development of the Somerset AEC both accords with and constitutes a practical example of the Home Office 's recent guidance M_to sentencers :,academic
fpb-fragment01,1255,"Of course the trustees manage the business , and they do it very well , Adam said .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'VERB', 'PUNCT']","Of course the trustees manage the business , and they do it very well , Adam said .",fiction
ccw-fragment03,1591,"Wavebreaker 's hull was made of steel and , while such hulls are marvellously strong and safe , they are soon weakened if their steel is exposed to salt air .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']","Wavebreaker 's hull was made of steel and , while such hulls are marvellously M_strong and safe , they are soon M_weakened if their steel is exposed to salt air .",fiction
alp-fragment01,44,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'NUM', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'NUM', 'ADP', 'NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","M_In 1985 the management of Somerset Probation Service was M_faced M_with the fact that nearly one M_in three of the offenders supervised M_in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",academic
kbp-fragment09,3864,And regretted that we had n't come before .,"[0, 0, 0, 0, 0, 0, 0, 1, 0]","['CCONJ', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT']",And regretted that we had n't come M_before .,conversation
a3k-fragment11,125,"As the Bristol and West explains , if a bidder does not sign the contract , the auctioneer can sign on their behalf .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['ADP', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","As the Bristol and West M_explains , if a bidder does not sign the contract , the auctioneer can sign M_on their behalf .",news
cdb-fragment02,437,"It was his , all of it , and it went to his head rather .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","['PRON', 'VERB', 'PRON', 'PUNCT', 'DET', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADV', 'PUNCT']","It was his , all of it , and it M_went M_to his M_head rather .",fiction
c8t-fragment01,120,Theresa was wearing jeans and a grubby sweat shirt with a map of London 's Underground across the front .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']",Theresa was wearing jeans and a grubby sweat shirt with a map of London 's Underground across the front .,fiction
ajf-fragment07,200,And the prints have been sold across Europe there 's been one arrest in Denmark already including Britain .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'PROPN', 'ADV', 'VERB', 'VERB', 'NUM', 'NOUN', 'ADP', 'PROPN', 'ADV', 'VERB', 'PROPN', 'PUNCT']",And the prints have been sold across Europe there 's been one arrest in Denmark already including Britain .,news
b1g-fragment02,1421,"In principle , it is then possible to compare such doses with epidemiological data , once again indicating a link from a hazard event to assessment of health outcomes .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","In principle , it is then possible to compare such doses with epidemiological data , once again indicating a link from a hazard event to assessment of health outcomes .",academic
cb5-fragment02,3274,Ruth asked .,"[0, 0, 0]","['PROPN', 'VERB', 'PUNCT']",Ruth asked .,fiction
