text_idx,sentence_idx,verb,sentence,verb_idx,label
cb5-fragment02,3204,bury,"She dropped to the ground again and lay down , burying her face in the sweet-smelling grass .",10,1
a1j-fragment34,538,smash,"It would also be necessary to smash the decrepit , effete constitution that allows a minority to capture power , and then use it ruthlessly in the interests of the privileged few .",6,1
a1h-fragment06,121,provide,"Provided their behaviour was sportsmanlike and safe , oarsmen found only encouragement and humour from a President who was always among them .",0,0
a1x-fragment03,156,crack,THERE is much concern in the US about the addiction to crack ( purified cocaine ) within inner-city communities .,11,0
a6u-fragment02,235,tend,"This appropriateness of Kahlo 's aesthetic to contemporary debate has tended to remove her work from its historical context , to stress the collective and the cross-cultural .",10,0
acj-fragment01,138,amount,"Admittedly , the Model Penal Code does contain a list of circumstances which may amount to extreme indifference , which assists the courts and increases the predictability of verdicts in a way that Scots law does not , but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings .",14,1
a6u-fragment02,212,despise,"The ostensibly matriarchal society of Tehuantepec led to the adoption of the Tehuana , in post-revolutionary Mexico , as the image of the strong Indian woman ; the undefeated counterpart to the despised Chingada , who , conversely is the female embodiment of Mexico 's hybrid post-conquest culture .",32,0
acj-fragment01,104,require,"In terms of principle , the rule requires justification because it departs from the principle of correspondence ( see Chapter 5.2(a) ) , namely that the fault element in a crime should relate to the consequences prohibited by that crime .",7,0
amm-fragment02,1763,see,"If the dinosaur did , after all , live on dry land , then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees ( see p. 116 ) .",33,0
a1p-fragment03,59,impose,"JOHN SMITH , the shadow Chancellor , yesterday set the overriding tone for this week 's Labour Party conference with a warning that he would impose tough spending controls if Labour won the next election .",25,0
fpb-fragment01,1264,say,Paul will do as I say .,5,0
acj-fragment01,61,determine,"In cases where life imprisonment was thought to be the appropriate sentence , the trial judge would still specify in open court the number of years to be spent in prison , taking the gravity of the offence into account , and release would be determined by a judicial tribunal .",45,1
kbp-fragment09,4027,see,It needs tidying up but you can see that the price,7,1
bpa-fragment14,2085,smile,"Behind the clear , wide vizor , he tried to smile .",10,0
as6-fragment01,96,come,"Urban Development Corporations were introduced in 1981 in London Docklands and Merseyside , and the Urban Development Grant came in late the following year .",18,1
a6u-fragment02,252,find,"A male friend had tried to dissuade Hale from seeking a much needed job and had given her a thousand dollars to buy the most beautiful dress in New York , telling her that what she needed was to find a rich husband .",39,0
fet-fragment01,118,advance,They saw Daniel advancing .,3,0
ahl-fragment02,9,donate,"So far they have received nothing from the Government , little EC assistance and are running out of funds donated by individuals and industry .",19,1
cb5-fragment02,3300,go,"In the evening , bone-tired , she left the kitchen and went to put a reluctant Anna to bed .",11,0
crs-fragment01,29,base,"By 1983 residential services were designed with care in the community in mind , but most were based in specialist settings .",17,0
crs-fragment01,35,assess,The Community Health Team had major responsibility for assessing children and recommending provision .,8,0
a9j-fragment01,26,know,The army never knows which it will be .,3,1
c8t-fragment01,124,try,"Dalgliesh got out of the Jaguar and tried to extricate him from the pushchair , but the anatomy of the chair momentarily defeated him .",7,0
a3k-fragment11,145,sell,"Sometimes , too , houses have to be sold by auction to satisfy the legal requirements of trustees or executors ( auctions provide adequate proof that the property has been sold at the going market value , and protect trustees from future claims of negligence ) .",8,0
b1g-fragment02,1161,collect,We shall also see the existence of binding requirements upon national governments certainly in the European Community to collect at least basic environmental indicators in a harmonized form ( CEC 1990b ) .,18,0
a8u-fragment14,328,specialis,"Oil slicks in Alaska and elsewhere helped Vikoma , the group 's environmental cleaning equipment manufacturer , which specialises in separating oil from water , and although Salvesen brick , is suffering in the second half from a 30 to 40 per cent cut in demand as housebuilding nosedives , the first half was prosperous and full year trading profit should be on a level with 1988 , says finance director Brian Fidler .",18,0
kbc-fragment13,6013,stop,"I I think they 'd been on holiday and , she took ill on the holiday and , and came erm , she was stopping at erm , Edith 's and er it happened then .",24,0
kcu-fragment02,1957,see,"But erm but the thing is they , they the blokes do n't have to behind do n't see that much do they ?",18,0
kcu-fragment02,2079,get,I said I got ta be bloody sober !,3,0
b1g-fragment02,883,affect,"In essence , the figure can be summarized as showing processes within the physical climate system and within the biogeochemical one , these systems being interwoven by the global role of water and increasingly affected by human activities .",34,0
fet-fragment01,247,go,"So I asked him what he was up to and he said he was going to and fro in the earth and walking up and down in it , and then he pushed th "" trolley in , and I went in after , and the mother began her howling and shrieking , and Will said , "" Well , I 'll walk off and leave you to it . """,14,0
kcv-fragment42,4374,stay,I really would if I had a choice I would stay here,10,0
a2d-fragment05,72,go,The cost has gone through the barn roof .,3,1
a2d-fragment05,27,understand,"Media : Return of the six-gun saga : Modern actors can not ride and young viewers do not understand the cowboy code , but a revival of the western looms on the horizon , John Lichfield says",18,0
a1n-fragment09,213,hope,"At Bridgend he looked in despair , and he almost admitted as much : I hope we can pull it together but sometimes I have my doubts .",15,0
bpa-fragment14,2277,shift,"Lawton had already shifted some chairs , in readiness to form a barricade .",3,0
kcu-fragment02,1918,clean,Come and clean my windows and I owed him from the last time .,2,0
kbw-fragment11,4199,see,"I do n't know how long it 's going to go on for , or what it is exactly but I thought it would be a good idea to ring your dad up and see .",34,1
fpb-fragment01,1200,ask,"Elinor asked Buzz , who was adding up the Scrabble score .",1,0
b1g-fragment02,979,publish,"Yet this is by no means the only plan which the Community has in relation to the environment : Directorate-General XII ( that for Science , Research and Development ) has published details of an extensive R&D programme ( CEC 1990a ) and the Commission as a whole ( CEC 1990b ) has made public its plans to develop regular official statistics of the environment .",31,0
amm-fragment02,1614,live,"Sometimes these similarities are quite obvious : the ferocious teeth of a predatory dinosaur are a sure indication of hunting habits , with hardly a glance at the fangs of living mammalian carnivores .",30,0
fef-fragment03,688,talk,"We have so far talked about positive and negative charges , about point charges , and distributed charge .",4,0
fet-fragment01,215,descended,Nuns ascended and descended a cool grey stair in winged white caps .,3,0
kbc-fragment13,6039,think,I think you d' ya know I think you were at night school Gordon when I think about it .,1,0
fet-fragment01,172,say,"Alexander said that it may have been a form of epilepsy , exacerbated by the atmospheric-electric disturbances of the mistral and the heat .",1,0
crs-fragment01,85,generate,"These ideas were informed by a paper which had already been produced by an active member of the local Mencap group , who had previously tried to generate the debate within the Community Health Service through the Mencap committee .",27,1
kbd-fragment07,2398,get,Maybe I 've got a collection of these half pints at home !,3,0
bpa-fragment14,2310,choke,Forster choked as the putrefying reek seemed to get right into him .,1,0
a3c-fragment05,253,feel,"If you are feeling for lack of a better word -thirsty , let's meet again next month .",3,1
kbp-fragment09,3835,want,So what made you want to move down here ?,4,0
kbp-fragment09,3741,accept,"Yes , I accept that .",3,0
fpb-fragment01,1079,mean,"That 's not what he meant , Gilda said .",5,0
ccw-fragment03,1561,linger,Ellen and I lingered on in Mama Sipcott 's for another hour and a half ; indulging in the sailor 's shorebound pastime of planning the perfect voyage .,3,0
c8t-fragment01,34,sweep,"It was a distinguished face with the deep-set , widely spaced eyes beneath straight brows , a well-shaped , rather secretive mouth and strong greying hair swept upwards and curled into a chignon .",26,1
a1n-fragment18,368,turn,Chelsea might have won had the ball not kept turning into a Mexican bean at Kerry Dixon 's feet .,9,1
c8t-fragment01,27,open,He rang and there was only a short delay before Alice Mair opened the door .,12,0
kbd-fragment07,2673,meeting,"I do n't know whether he 's going to that , he might be but this was , this , he was up sort of seeing , meeting all the Labour Party candidates for the north west .",27,0
crs-fragment01,65,make,The review had made no mention of children with special needs .,3,1
kbp-fragment09,3936,oil,Very well oiled runners on those er,2,0
fpb-fragment01,1315,drag,Why drag her into my problems ?,1,1
kbw-fragment04,2616,cos,I just pressed but cos there 's a little line .,4,0
g0l-fragment01,25,ask,"Why ? asked Sorge , concerned .",2,0
fet-fragment01,6,seem,"So here he was , a distinguished public man , also an artist of a kind , stepping obediently through Room I ( French 1880s ) and Room II ( British 1880s and 1890s ) , on a lead grey morning , to the pale grey , classical , quiet place where the bright light shone and sang off pigment so that the phrase , miraculous stuff , seemed merely accurate .",68,0
a8r-fragment02,21,fit,"Prototyping is crucial to systems development , argues Ian Richards Tailored to fit .",12,1
al5-fragment03,18,become,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform , with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s .",37,0
kbw-fragment42,14849,ring,"Oh , well she rang up , I 've seen Christopher in the catalogue",4,0
alp-fragment01,91,provide,"Similarly , the assisting extends beyond simply providing handouts of useful information :",7,0
ea7-fragment03,818,declare,"Yet the logic of the definition suggested that it would benefit especially kings , whose competence to declare war could not be impugned : thus Thibaud of Blois failed to persuade the monks of Marmoutier that they owed him service when he fought against Louis VI ; they claimed discretion in the matter ; and in 1184 , the mighty Philip of Alsace hesitated to commit to battle the army he had summoned against Philip Augustus , through fear that its ranks might melt away .",17,0
b1g-fragment02,1410,identify,"The Comprehensive Environmental Response , Compensation and Liability Act ( CERCLA ) legislation of 1980 ( Superfund ) requires the cleaning up of the worst landfill sites , of which some 800 had been identified by the Environmental Protection Agency by 1986 ( Foresman 1986 ) .",34,0
bpa-fragment14,2113,crouch,Lawton came and crouched down in front of it .,3,0
b1g-fragment02,1190,become,"In contrast , the extrusion of a small volume of lava from a secondary cone on the slopes of Tristan da Cunha became the focus of global interest when , during October 1961 , the island 's lobster processing plant was smothered and the 300 people of the island 's only settlement were evacuated to the UK .",22,0
ea7-fragment03,864,calculate,The political spin-offs from crusading are therefore more difficult to calculate than at first glance they might appear .,10,1
cb5-fragment02,3360,push,She tried again to push him away .,4,0
a1x-fragment05,187,say,He said the NHS should address itself more to the needs of cancer patients so that they do not feel they have to go outside the system .,1,0
ahb-fragment51,717,feel,"Because they had n't done any management , Debbie felt Landlords were entitled only to the 10 per cent tenant-finding fee and therefore owed her Ã¥Â£2,400 ( 3 months ' rent plus the deposit ) .",9,1
a7y-fragment03,188,prove,"If the complaint is proved , a nuisance order is made requiring the defendant to get the necessary work done .",4,0
a4d-fragment02,116,ensure,"Furthermore , the listing of Battersea had ensured the building 's survival for conversion to a new use in that case , as an entertainment centre which the Prime Minister herself had praised and inaugurated .",7,0
fef-fragment03,681,go,"Before going on , just a few words about the classification of steady currents .",1,1
kbc-fragment13,6049,know,"You know , I mean , they were only small .",1,0
a4d-fragment02,83,cool,"As it was , the smokeless shimmer of vapour was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren 's great dome .",11,0
g0l-fragment01,86,involve,The British were involved with them through us and it was their advanced work on breaking cyphers that enabled the ring to establish such a great record .,3,0
kbw-fragment17,6108,watch,"I sit down to the table , and watch me , real men are n't like that are they ? and it locks",8,0
a3k-fragment11,125,explain,"As the Bristol and West explains , if a bidder does not sign the contract , the auctioneer can sign on their behalf .",5,1
ac2-fragment06,1443,know,"Overseas Governments and local nationals just wo n't stand for it , particularly when they get to know what 's going on .",17,1
g0l-fragment01,343,say,What did he say ?,3,0
kbh-fragment02,209,sort,"I made beans , when I 'd finished sorting out this one I .",8,1
ea7-fragment03,831,identify,"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .",16,0
as6-fragment01,103,aim,"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new partnerships ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .",26,1
g0l-fragment01,275,share,And Nordhausen was where they shared something special .,5,1
kbd-fragment07,2667,call,Forgotten what it 's called .,4,1
kbc-fragment13,6209,understand,But what I could n't understand with this this fella that,5,0
a1l-fragment01,16,argue,"How , they argue , would Alice , or The Wind in the Willows , stand up against such scrutiny ?",3,0
fpb-fragment01,1181,move,The plane was now moving at not much above stalling speed .,4,1
g0l-fragment01,185,know,"Damn it , you knew about it for long enough , snapped the Exec Director .",4,0
clp-fragment01,900,include,Parts lists including description reference numbers and sometimes drawings are necessary if the user is expected to deal with his own replacements .,2,1
b1g-fragment02,965,comprise,The detailed specific roles of the System ( comprising both agency and network ) are envisaged as :,8,0
a3c-fragment05,252,please,"Answers in a bottle , please .",5,0
as6-fragment02,371,take,During both April and July 1981 vigorous exchanges took place in the press and in Parliament about the role that deteriorating social conditions and unemployment may have played in bringing about the riots .,8,1
b1g-fragment02,1460,provide,This would have been impossible without the link provided from postcoded data ( increasingly available from sources such as cancer registries ) to Ordnance Survey ( OS ) grid references .,8,0
al0-fragment06,184,distribute,"Since 1986 Rytasha has broken awayfrom her guru and set up on her own with a charity called Food Relief International , which raises money from the fiercely competitive matrons of Palm Beach and distributes it to the starving people of Bangladesh .",34,1
fpb-fragment01,1119,telephone,"Two days later , Clare 's mind was unexpectedly diverted from her personal problems no job , no man when the CND office telephoned to ask her for voluntary evening help : they were organizing another protest after a nuclear accident .",23,1
cdb-fragment04,895,leave,"Adam only wished Uncle Hilbert had left him Wyvis Hall and then there would have been no Ecalpemos , no Zosie , and no deaths .",6,1
ac2-fragment06,1465,realise,Do n't they realise they 're playing with political dynamite ?,3,0
b1g-fragment02,1335,design,Carefully designed case-control studies are therefore required to measure the separate effect of radon exposure after controlling for smoking behaviour and other risk factors .,1,0
ew1-fragment01,58,articulate,"His strategy was rather to canalize the enthusiasm of the diehards into party channels , to articulate their views , and to create unity from the sense of movement .",16,1
a7s-fragment03,41,lift,THERE was one point when the hair on the back of my head began to lift .,15,0
a9j-fragment01,15,destroy,"The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests ( there have been more than 50,000 arrests since the Intifada 's outbreak ) , and coherent enough to allow for the existence of a unified resistance strategy .",17,1
b1g-fragment02,967,participate,"To provide the Community , the Member States and participating third countries with the objective ( sic ) information requested for the formulation and implementation of sound and effective environmental policies ;",9,0
bpa-fragment14,2290,frown,Forster frowned as he looked through his spy hole .,1,0
kbc-fragment13,5950,say,"And he said erm like it 's the clots to your brains that erm that cause it , you know .",2,0
b1g-fragment02,1350,require,The police required a portable system that could be implemented on an IBM-compatible microcomputer .,2,0
as6-fragment01,112,pour,"Faced , however , with the catastrophic increase in unemployment and the need to occupy large numbers of workless people without directly employing them ( which would have run counter to the economic doctrine which had led to the redundancy of many of them in the first place ) , the Government poured money into any voluntary agency willing to put in a bid for government-funded cheap labour .",52,1
ac2-fragment06,1556,rise,The two men rose from the table together .,3,0
b1g-fragment02,1353,use,It opens with an outline map and the superimposition of the rather rigid zones used by the emergency planners .,14,0
kbw-fragment42,14946,get,how did it get there ?,3,0
kbw-fragment17,6308,give,we 're giving it to her .,2,0
cb5-fragment02,3316,look,"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please .",14,0
a1e-fragment01,12,see,"We have made a bid of nearly Ã¥Â£700m for a company with a book value of Ã¥Â£200m we 've acknowledged there is some extra worth there , but I can not see the sort of value they are talking about in property .",31,1
a1m-fragment01,43,seem,"Nor , it seems , is anyone else .",3,0
cdb-fragment02,391,take,"Instead , he rationalized his thoughts and justified himself Adam probably indeed , almost certainly knew nothing about the find in the pine wood , but Adam had once owned the house and had thus taken on a responsibility .",35,0
ccw-fragment03,1646,take,Sweetman took a pair of polarised sunglasses from his shirt pocket and put them on before inspecting me again .,1,0
crs-fragment01,53,prove,"Instead , for a number of reasons , it proved to be a key step in the development of the debate about integration in Islington .",9,0
a8n-fragment19,340,train,We trained on an artificial pitch for two days this week and we should have done a lot better .,1,0
ahb-fragment51,731,take,Together with some other clients we took the owner to court but he escaped to Spain .,6,1
as6-fragment02,403,take,"The usage of race during the September-October 1985 period took on new meanings , which had little if anything to do with the impact of racism as such , since the emphasis was on the cultural characteristics of the minority communities themselves .",9,1
acj-fragment01,57,accord,"But this argument will seem less persuasive when we have discussed cases of manslaughter by reason of diminished responsibility : where a murder is reduced to manslaughter , the judge has a wide sentencing discretion and may , according to the facts of the case , select a determinate prison sentence , a hospital order , or life imprisonment .",38,0
b1g-fragment02,1506,regulated,"We have data on some hazardous sites ( e.g. those regulated by CIMAH ) in the UK but a much more comprehensive approach should be adopted , especially if we are serious in the search for environmental associations with chronic diseases .",10,1
cdb-fragment02,387,say,"I sha n't wait till Adam returns , Lewis said in that manner that had once led his daughter to call him the Frog Footman ,",9,0
amm-fragment02,1615,help,"But the structure and functioning of grinding or chewing teeth in other mammals , in which opposing teeth co-operate in action , and which can be matched in extinct , unrelated mammals , is a much more subtle matter , involving detailed studies on the operation of living dental systems to help elucidate the functioning of fossil ones .",51,0
b1g-fragment02,878,provide,"In no way , however , does this invalidate the need for microscale studies for instance , while global data sets may indicate the extent of algal blooms and may suggest causes of them , only detailed study of the algae themselves can provide understanding of why the bloom is occurring .",43,0
a3k-fragment11,163,get,"In a tough market you need to get the programme right , the price right and have a little bit of luck .",7,1
ew1-fragment01,131,call,"To cater for all susceptibilities , the party became the "" National Unionist Association of Conservative and Unionist Associations "" a decision that allowed some local parties to go on calling themselves Conservative , but the name "" Liberal "" was at last dropped .",30,0
acj-fragment01,103,distinguish,"If the point of distinguishing murder from manslaughter is to mark out the most heinous group of killings for the extra stigma of a murder conviction , it can be argued that the grievous bodily harm rule draws the line too low .",4,0
b1g-fragment02,838,meet,"Thus , The Times of 17 December 1990 reported that a group of 40 of the most senior Civil Servants had met the previous weekend to discuss ways in which the government machine could respond better to national and international problems such as the threat of global climate change .",21,0
a8r-fragment02,66,ensure,Many developers use business analysts to ensure that the development team maintain a proper focus on business requirements .,6,0
amm-fragment02,1783,ally,The warm-blooded supporters tend to ally themselves with the supporters of a theory about the relationships of the dinosaurs .,5,0
bpa-fragment14,2307,nip,"Forster was sorely tempted to nip out and confirm that the noise was coming from George by twiddling the volume and tuner , but fought down the urge .",5,1
bpa-fragment14,2066,go,I do n't think this joker is going to need much encouragement .,7,0
b1g-fragment02,1376,transmit,Radiation readings are taken every hour at each station and are transmitted to a central computer which analyses the data .,11,0
kb7-fragment10,2183,get,Erm the bedroom does n't get as hot as I would like it,5,1
fpb-fragment01,1205,cheat,Buzz never cheated to let Elinor win : she knew that Elinor would immediately sense this and feel humiliated .,2,0
kbd-fragment07,2684,see,Did you see it ?,2,0
ac2-fragment06,1554,get,They 've already told me you 'll get the maximum terms permitted under British law .,7,1
kcv-fragment42,4280,think,Oh I do n't think I shall go in for that .,4,0
kb7-fragment10,2419,washing,Washing machine and cooker and fridge So of course you could have in here .,0,0
ccw-fragment03,1683,say,"A ladies gun , he said , but remarkably effective at close range .",5,0
bpa-fragment14,2100,look,Looks a good place .,0,0
ahc-fragment60,1223,burn,The footpath that runs with the burn is not one of those carefully waymarked and leafleted by the Forestry Commission .,6,0
kbh-fragment02,116,stand,Oh it 's the voices I ca n't stand .,8,1
kbj-fragment17,1537,got,Got it ?,0,1
kcv-fragment42,4463,want,Ah who wants to go to Montu,2,0
kbw-fragment42,15081,get,Oh you 've got to do some writing first .,3,0
a3k-fragment11,161,fall,"Another recent auction in Leeds saw a run-down stone farmhouse without water or other amenities finally fall under the hammer for Ã¥Â£330,500 .",16,1
a38-fragment01,4,orchestrate,"As a result of this rule , and many carefully orchestrated publicity campaigns , the motor industry 's image has now changed from polluter to pal of the earth .",10,1
as6-fragment01,12,fuelled,"The 1964 Labour Government was elected on a tide of impatience at the slackening pace of social reform , but also of optimism that little more than economic growth , fuelled by technological change , was needed to remove the main causes of urban deprivation ( MacGregor , 1981 ) .",30,1
a3p-fragment09,172,lie,"The hotel lies in five acres of fields and garden , and the Slingos , who own it , make the most of their beautiful surroundings by running painting courses for about Ã¥Â£200 a week ( including breakfast and dinner ) , or Ã¥Â£90 for a long weekend .",2,1
fef-fragment03,691,mention,"It is possible to study electromagnetic theory without ever mentioning the word electron , but since it has become such a household word and is used so often we can just as well make use of it .",9,0
bpa-fragment14,2262,snap,"Help me secure the stairs behind us , he snapped at Lawton , as much as we can .",9,1
ac2-fragment06,1580,receive,They had got together over the weekend to discuss the implications of the confidential letter the two Americans had received from Randy Mueller on behalf of Nate Cocello .,19,0
amm-fragment02,1780,mean,"The armoured or plated dinosaurs include some species that seem too heavily burdened with protective armour to have been very active , but this does not necessarily mean that they had to be cold-blooded .",27,0
cb5-fragment02,3214,seem,I do seem to recall something about you offering to help me with the party preparations .,2,0
crs-fragment01,15,increase,"Between 1982 and 1988 provision gradually increased , so that by 1988 there were 12 children 's day centres , about 70 playgroups and 350 assisted child-minding places funded partially or totally by the Social Services Department , and 1,075 full-time and 824 part-time places in nursery schools funded by the Inner London Education Authority .",6,0
alp-fragment01,58,hold,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",5,1
fef-fragment03,658,see,"As may be seen in Fig. 3.1 the coordinates of the wire element are x' , y' , z' , whereas the coordinates of the point where we wish to determine the magnetic field are set of coordinates .",3,0
ac2-fragment06,1480,say,"Look , Mark , Muldoon said forlornly What 's the point ?",5,0
ew1-fragment01,99,report,"It had been recognized that Liberals had been more adept at handling the press because they were more ready to stoop to newspaper practices , as Sandars had reported in 1909 :",28,0
amm-fragment02,1623,test,"Ideally one could construct a model of the fossil to test out these various functions in experiments , but the number of examples where the analysis has been pursued this far are limited .",10,0
g0l-fragment01,136,accord,"According to official sources , Sorge riposted .",0,0
kbp-fragment09,3782,damage,the erm that good place that sells secondhand er or damaged erm,10,0
kbw-fragment04,2562,take,Well it 's always takes a long time .,4,1
kcc-fragment02,41,go,"We goes up town the following week then to get and I forget what I was looking for , oh it was I was looking for your blouse",1,0
cb5-fragment02,3342,join,I have not yet joined the party .,4,1
b1g-fragment02,1089,distribute,"In practice , legislation generally forbids such data being held thus and distributed in anything other than area aggregate form ; the cross-tabulations commonly employed ( e.g. to give tables of population numbers broken down by age and sex ) often result in a great multiplication of the data volumes .",12,0
b1g-fragment02,891,increase,"A particular cause for concern is that the concentrations of the two main CFMs is increasing by about 5 per cent per annum while the equivalent figures for methane , nitrous oxide and carbon dioxide are 1 , 0.4 and 0.3 per cent .",15,0
fpb-fragment01,1243,look,Elinor looked anxious .,1,0
a8r-fragment02,69,develop,"If you should stroll into a pub and meet an analyst and a user talking about work , and you can not tell one from the other , they have probably developed a successful system together .",31,0
kbp-fragment09,3638,suppose,Thirty five a snatch back or the repossession type thing I suppose .,11,0
kbd-fragment07,2524,know,I ca n't think er I do n't know .,8,0
ahf-fragment63,1168,wring,Therefore the admission which the Prime Minister wrung from him could hardly be said to have been grudging .,7,1
kcv-fragment42,4474,like,I 'd like to,2,0
fet-fragment01,242,slide,"Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself wi' reason mind you , she was one of those soft suckering witch-women , but that made it worse , not better and there was th' trolley wi' the dead girl on it , sliding by me sheet right over , porters in those soft theatre boots and floppy plastic bathcaps and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own face .",57,0
crs-fragment01,47,attend,In the early 1980s social workers were funded jointly by the ILEA and Islington Social Services Department to work with children attending two special schools and two specialist units for partially hearing children .,21,0
b1g-fragment02,1578,devise,"As far as we know the microcomputer-based emergency response system devised by Belardo et al. ( 1983 ) , is the only GIS-like software to incorporate this algorithm .",10,0
b1g-fragment02,1583,traverse,"Here , then , is a familiar operations research network problem : all roads have to be traversed such that the journey length/time is a minimum .",17,0
a1n-fragment09,215,confide,"But another selector confided the truth that Wales should be giving club opposition a hammering and at half-time , building on their win over Newbridge , it looked as if they would .",3,0
a9j-fragment01,59,maximise,"It would maximise civilian tactics of resistance and defuse the natural potential for violence , containing and eventually eliminating the marginal but intrusive phenomenon of collaborator activation by Israeli security authorities and collaborator execution by local Palestinians .",2,1
kbh-fragment09,1266,walk,"Hold my hand nicely sweetheart , there 's a good girl we 're coming up to a busy road in a minute and it 's dangerous Walk nicely darling , there 's a good girl walk nicely just stand still a minute sweetheart hold my hand Charlotte please hold my hand there 's a good girl .",26,0
alp-fragment01,62,intend,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,4,0
fpb-fragment01,1182,hold,"As the Rallye dropped to about thirty feet above the runway , Miranda throttled back completely and held the stick back .",17,0
a7y-fragment03,204,commence,In law there was no doubt that Mrs Bujok was entitled to commence proceedings without giving notice of the state of the dwelling to the council .,12,0
ahf-fragment63,1217,come,"From Central Office , and from around his entourage , came the unmistakable signs of fair-weather friends preparing to detach themselves from blame for defeat .",10,1
a3k-fragment11,137,auction,Holiday homes and commercial property have been included among the lots to be auctioned .,13,0
g0l-fragment01,38,bring,"After all , it was the death of our people in these situations that has brought us together .",15,1
b1g-fragment02,761,co,This contribution also indicates the wide variety of groups that are involved in monitoring environmental change and draws attention to the role that the European Community is increasingly playing in co-ordinating these efforts .,30,1
cdb-fragment02,414,make,"However , in the spring of 1977 an offer was made , which my son accepted .",10,1
kbh-fragment03,280,say,"will sit there cringing , said I ca n't believe they put this rubbish on terrible .",5,0
ab9-fragment03,966,agree,"He smoothly changed the subject to the looks of the blond model , three tables away , and Barton agreed he would n't mind a bit of that ; on the thin side , mind you , but tasty .",19,0
b1g-fragment02,1404,set,"As different layers are added sequentially we see how the proportion of available land shrinks ( Pl. 10.3 ) ; for instance , when geological criteria are set in the search for a deep repository , 25 per cent of land area remains and the addition of the population density layer reduces this to 24 per cent .",27,0
a1x-fragment03,156,purify,THERE is much concern in the US about the addiction to crack ( purified cocaine ) within inner-city communities .,13,0
b1g-fragment02,744,exert,In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .,11,1
kbp-fragment09,3804,stop,we just stopped and bloke,2,0
ab9-fragment03,818,carry,"She had known him since he was a very small five-year-old , perched like a mosquito on one of the placid beginners ' ponies , so she told the class to carry on walking their ponies while she came to him .",31,0
g0l-fragment01,224,proceed,Has Moscow any suggestions as to how we should proceed ?,9,1
a3e-fragment03,29,need,"If there are small children in the equation , there will need to be a flat , soft area where they can fall off swings and climbing frames .",11,0
cdb-fragment02,357,say,The other forty-five seconds were taken up by a policeman talking to a reporter about having nothing to say except that there would be an inquest .,18,0
b1g-fragment02,1318,search,We then search retrospectively for evidence of possible environmental associations .,2,0
kbc-fragment13,6281,wonder,I wonder how quick they would have got him in though if he would n't have been in a private scheme .,1,0
a6u-fragment02,182,generate,"In this one can draw obvious parallels to the appeal of Van Gogh , a traditionally popular artist recently made fashionable by the media attention generated during the centennial of his death .",25,1
a3p-fragment09,163,buy,"Today , I was told , villagers living around the great wool churches of Lavenham and Long Melford have to bar their doors and ignore the knocking of tourists , who take them for antique shops and offer to buy their furniture .",39,0
as6-fragment01,91,set,"Michael Heseltine ( 1987 , p. 138 ) has since claimed that we set a new objective : to make the inner cities places where people would want to live and work and where the private investor would be willing to put his money .",13,1
b1g-fragment02,1578,incorporate,"As far as we know the microcomputer-based emergency response system devised by Belardo et al. ( 1983 ) , is the only GIS-like software to incorporate this algorithm .",25,0
kbh-fragment01,35,look,Well she definitely looks at her mobile .,3,0
fpb-fragment01,1363,deepen,His voice deepened .,2,1
kbc-fragment13,5869,go,"Surprised Kevin wants to , surprised Kevin wants to go .",9,0
b1g-fragment02,1030,give,A summary of current activities and future plans is given in NASA ( 1988b ) .,9,0
al0-fragment06,192,give,"The villagers seemed unimpressed , but were given no choice in the matter .",7,1
c8t-fragment01,14,loomed,"And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the desolate look of an old battlefield , the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles , while the power station loomed over it like a grandiose modern monument to the unknown dead .",50,0
