text_idx,sentence_idx,verb,sentence,verb_idx,label
kbc-fragment13,6295,get,"Yes but then you see , in the in the old days Gordon , I mean , you you were very fortunate if you got three meals a day and and whatever you got you were glad of and used to eat it all .",24,0
a1n-fragment18,365,flop,"If so , it will be a gamble , because he flopped on his only previous international appearance in Saudi Arabia .",11,1
alp-fragment01,99,quote,"Twenty years ago the Advisory Council on the Penal System observed that notions of punitiveness do not accord with the British concept of probation as an alternative to , rather than a suspension of , punishment ( quoted in Bochel , 1976 , p. 238 ) .",37,0
g0l-fragment01,235,watch,He watched their stunned faces across the room .,1,0
cdb-fragment02,490,tell,"An ovarian cyst , nothing to get upset about , Rufus told Ms Beauchamp .",11,0
cb5-fragment02,3259,doubt,"Perhaps she 's mistaken , Ruth said , though she doubted if Miss Fitch was ever wrong .",10,0
a4d-fragment02,71,argue,"A prayer for the brick cathedral facing St Paul 's : Bankside Power Station is a masterpiece worth , preserving , Gavin Stamp argues",23,0
ccw-fragment03,1593,look,Ellen looked around the oddly painted powerboat .,1,0
b1g-fragment02,780,illustrate,"He describes the features of the four main systems that are currently in use in the UK and illustrates their application with reference to examples drawn from retail analysis and store location , market research , credit rating and target marketing .",18,0
ab9-fragment03,981,sound,"Penny , sounding childishly , sullenly determined , broke into her mother 's thoughts .",2,0
g0l-fragment01,159,regret,It was n't the answer that the DDI expected and Sorge regretted his words .,11,0
ahf-fragment24,581,shop,"I was stood outside me shop all night , and most were no more than kids .",5,0
kbh-fragment02,150,happen,"What 's happening , water please , water , water .",2,0
kbw-fragment04,2398,take,"I had to go and collect grandma you see to take her to the station , and I did n't have an awful lot of time so I just sort of ran round and collected whatever I got .",10,0
c8t-fragment01,118,check,"One wore a tattered summer dress in pink spotted cotton with double flounces , the other a pinafore over a checked blouse .",20,0
kcu-fragment02,2072,go,"went and got the lemonade so I was tipping it in , so Terry goes , he goes I 'll have it all !",0,0
kbw-fragment17,6039,know,"you know , to the localities , you know ?",1,0
a6u-fragment02,255,hat,Hale 's black velvet dress is cursed because it represents the values of the Gringolandia so hated by Kahlo .,16,0
cdb-fragment02,516,see,I would pick up the phone and phone my solicitor and ask to come and see him and get his advice .,15,0
a2d-fragment05,67,film,"The classic western TV series were filmed in back-lots , or in the semi-desert 20 miles from Los Angeles .",6,0
a1l-fragment01,40,read,Every year he would have half a dozen nine- and 10-year-olds in his class who could barely read .,17,0
kbd-fragment07,2348,say,And I said it 's alright we 're still in,2,0
fet-fragment01,165,mind,"Look here , there is another question that comes to mind .",10,0
kbc-fragment13,6134,say,And I said yes .,2,0
ab9-fragment03,895,say,"Sorry , what did you say it was again ?",5,0
bpa-fragment14,2060,work,"It can work its way past us , and hide again .",2,1
b1g-fragment02,1000,explore,"The top , or strategic , level is the most difficult to explore ; the external influences are often unpredictable by formal means .",12,0
a6u-fragment02,253,generalise,"On one level this work deals with a generalised woman 's experience , yet the metaphorical power of Dorothy Hale 's dress derives from Kahlo 's use of clothing in her own self-portraits .",8,0
ew1-fragment01,129,follow,The National Union was merged with Central Office in 1911 and fusion with the Liberal Unionists followed in 1912 .,16,1
ea7-fragment03,860,produce,"Yet the appeal of crusading was , if anything , even stronger to those aristocratic houses just below the level of the princely : it was , after all , the house of Boulogne which produced the first two rulers of Jerusalem .",35,1
bpa-fragment14,2207,run,"Nell ran to the wall telephone , and pushed the digit for engine room .",1,0
kcu-fragment02,1984,go,Where 's she 's going to ?,4,0
cdb-fragment02,373,get,"No two ways about it , I shall have to get in touch with them .",10,0
kcv-fragment42,4413,go,Oh I do n't want to go to,6,0
cdb-fragment04,879,get,Apart from the last one which he had n't got to yet and the penultimate one which seemed to apply in America more than here ( here he had joined the golf club ) he had complied with all the rest .,9,1
as6-fragment02,400,assimilate,"Peregrine Worsthorne , for example , used the ferocity of the confrontations in Handsworth , Brixton , and Tottenham to argue that there was a major question mark over the possibility of assimilating the coloured population into mainstream British values ( Sunday Telegraph , 29 September 1985 ) .",32,0
bpa-fragment14,2320,tighten,"His hand went out , reached for the submachine gun , his fingers tightening on the stock .",13,1
a9j-fragment01,54,work,"But it will also be a challenge to us , Palestinians , summoning us to work more energetically towards the idea 's fulfilment .",15,0
a3p-fragment09,194,stand,"Here stand the early sixteenth-century timbered Guildhall , now a museum to 700 years of the cloth industry .",1,1
ab9-fragment03,843,start,Tears started into Jamie 's eyes .,1,0
a1g-fragment26,391,pull,The one they missed pulled out from Warsaw 's East Station at 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany .,4,1
fet-fragment01,126,reflect,"Frederica kissed him too , reflecting that he was dressed like a man who smelled dirty , but in fact did n't .",5,1
alp-fragment01,71,reduce,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",17,0
ccw-fragment03,1618,show,"I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away .",29,1
acj-fragment01,101,result,"The House of Lords upheld D 's conviction for murder : an intent to cause really serious injury is sufficient for murder , without any proof that the defendant intended , or even contemplated , the possibility that death would result .",40,0
fet-fragment01,142,think,"Do you think ? """,2,0
a1k-fragment02,79,survive,The stains on the carpet have survived every name change .,6,1
ahl-fragment02,13,use,Observations of Freddy led them to conclude that dolphins use sonar while hunting .,9,1
amm-fragment02,1652,compare,"The analogy is found in such ocean-going amphipods ( a kind of shrimp ) as Cystosoma , which also has enormously expanded eyes , looking like headlamps , compared with its bottom-dwelling relatives ( see above ) .",28,0
fet-fragment01,231,think,"On the way to the Ugandan famine , I think . """,9,0
kbc-fragment13,5960,got,Got his use,0,1
b1g-fragment02,844,look,"This chapter , then , attempts to review some of the problems in environmental monitoring and prediction , describes some of the relevant scientific and organizational activities and looks ahead to what is likely to happen next .",28,0
kb7-fragment10,2036,give,And I 'm not prepared to go on paying three thousand a year renting it to give to him when I could be buying one myself .,16,0
b1g-fragment02,1308,cover,"It covers , for instance , the associations between water and air pollution and ill health , links between geological and pedological environments and ill health , as well as associations between specific technological hazards ( e.g. high-voltage power lines ) and possible health effects .",1,0
kcv-fragment42,4491,rush,I 'm not rushing to La Borg anymore .,3,0
as6-fragment02,405,breed,"In addition , the question whether the cultures and values of the black communities , their family structures , and their political attitudes bred violence was constantly raised ( van Dijk , 1988 ) .",23,1
kb7-fragment10,2315,like,I like this .,1,0
kcu-fragment02,1781,go,Go on I 'll go and get her .,0,1
cb5-fragment02,3267,sleep,"Anna tells me she never wants to leave Edward , Ruth said after the child had gone to sleep .",18,0
b1g-fragment02,889,play,The oceans and their biota play a central role in the carbon and nutrient cycles ; global ocean circulation is also critical to the global carbon budget .,5,0
kbw-fragment17,6214,mean,"I do n't know , I mean I do n't",6,0
kbw-fragment11,4187,say,So I said send me a cheque and I 'll go and shop .,2,0
kbw-fragment17,6155,think,I should think I 'll be dead just then !,2,0
kbd-fragment07,2244,order,"That , I ordered that one .",3,0
b1g-fragment02,869,design,"Irrespective of the use of surrogates , monitoring environmental processes only makes sense over time-scales which are extended by human standards ( hence the IGBP ( see below ) is designed to run for two or three decades ) ;",30,0
a1h-fragment05,113,survive,In that kind of free market he thrived and survived and so will the best of his work .,9,0
a8u-fragment14,351,fall,"CRYSTALATE , the electronics product group , experienced a serious disappointment in the second half and hence profits fell from Ã¥Â£5.6million to Ã¥Â£2.9million in the year to September .",18,1
kb7-fragment10,2293,erm,"Thought oh this is nice it erm it it had n't got a separate kitchen , it was sort of like a kitchen diner",6,0
kbw-fragment42,15052,school,To school it 's,1,0
bpa-fragment14,2258,know,Delaney knew there was no way she would be shifted from her chosen course .,1,0
ahf-fragment24,567,practise,Joyriders used front lawns to practise their handbrake turns .,5,0
b1g-fragment02,1343,play,"As we have already implied , GIS has a role to play in all aspects of hazard research , from hazard monitoring , risk assessment and emergency planning to coping with an event and evaluating its consequences .",11,0
a6u-fragment02,258,wound,"The unclothed body is not a self but a socialised body , a body that is opened by instruments , technologized , wounded , its organs displayed to the outside world .",22,1
c8t-fragment01,84,see,Though he had never seen their cottage he seemed to remember that his aunt had told him that it lay about two miles to the south .,4,0
kbd-fragment07,2575,think,Just cos you thought you were,3,0
cdb-fragment02,426,stand,"To photograph the house for the news last night the cameraman must have stood just where he had stood himself , on the edge of the lawn with his back to the cedar tree .",13,0
kbh-fragment01,30,see,She might be able to see a blurred shape .,5,0
kbp-fragment09,3852,search,And erm we searched over north Wales first of all but phew no thank you .,3,0
cb5-fragment02,3359,hear,"He gave not the slightest sign of having heard her , continuing to stroke her neck , and now inserting his fingers under the neckline of her nightshift .",8,0
ac2-fragment06,1368,like,"I do n't know , but I do n't like the signs .",9,0
b1g-fragment02,1468,compare,If these are digitized and buffer zones constructed around them ( Fig. 10.3 ) we can quite easily test hypotheses about prevalence in such buffer zones as compared with prevalence outside .,27,0
a8r-fragment02,29,meet,If you ask a user what sort of system he wants you will be met with a blank look .,14,1
acj-fragment01,105,because,"By allowing an intent to cause grievous bodily harm to suffice for a murder conviction , the law is violating a general principle , turning the most serious of its offences into a constructive crime .",5,0
kbp-fragment09,3695,thank,"Oh thank you , yes .",1,0
a1l-fragment01,45,lie,"Writing books for children is becoming increasingly complex , as the arbiters of the modern child 's mores librarians , teachers and publishers lay down ever more stringent criteria .",23,1
kbw-fragment04,2662,come,Cos mummy only just come down for breakfast .,4,0
bpa-fragment14,2208,rest,The small light beneath the receiver rests showed that the line was working .,6,0
kbw-fragment04,2485,mummy,If you ask mummy she 'll,3,0
b1g-fragment02,1389,combine,"When combined with the other facilities in ARC/INFO , quite complex disaster management scenarios can be handled .",1,0
a1f-fragment11,185,promote,During the recent European Community elections the representatives of EC governments promoted the ideal of a border-free Europe by 1992 .,11,1
a38-fragment01,25,switch,"If the greenness of going unleaded still seems a bit of a grey area , it is possible to switch to diesel without a shadow of environmental doubt .",19,0
fpb-fragment01,1072,know,"I expect you need a chap you know well , someone you feel comfortable with , not these one-nighters .",7,0
a1h-fragment06,141,make,He was enthralled by the entire proceeding and remarked that only the English could make a contest between two crews which would not rank in the World 's top 10 into a bigger spectacle than the Olympic final .,14,1
a3c-fragment05,195,need,"To enjoy it , we do not need to be dry : just in need of a restorative or relaxant , or maybe a focus for a social moment or brief encounter .",7,0
amm-fragment02,1738,live,"Most bottom-dwelling trilobites preferred to live at a particular water depth , or on a particular type of sea bottom ( mud , sand or lime ) .",5,0
ccw-fragment03,1597,dig,"Ellen ignored my advice while I , obedient to the rule that if a job needed doing then do it without delay , found a pot of white paint and dug through the locker for a clean brush .",30,1
a1p-fragment01,3,exchange,"THE ARCHBISHOP of Canterbury , Dr Robert Runcie , exchanged a symbolic kiss of peace with Pope John Paul II yesterday at a mass attended by thousands in St Peter 's Square , Rome .",9,1
kbp-fragment09,3964,believe,That I find a little bit hard to believe .,8,0
ab9-fragment03,891,pick,"The phone rang and he picked it up , frowning .",5,0
kbw-fragment17,6171,want,"It varies considerably you can have eight you can up to fourteen except fifteen why , how many do you want in ?",20,0
kbw-fragment04,2565,know,How to get to know about these things .,4,0
fet-fragment01,74,slice,"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",31,1
ab9-fragment03,792,go,"The boy , unlike the dog , knew that the mud did not go on for ever ; beyond the bridge , the disused railway embankment along which they were walking became built up , so that water ran off it .",13,1
kbh-fragment09,1196,keep,Alright stop it then keep that,4,0
ac2-fragment06,1345,use,"You never used to swear , you know .",2,0
kbd-fragment07,2619,gon,Were you gon na go with her ?,2,0
b1g-fragment02,1131,follow,Turner ( 1990 ) argued that the priorities are as follows :,10,0
cdb-fragment04,914,recognize,"You would n't have recognized him , he looked like John the Baptist .",4,0
kbw-fragment04,2584,go,As these chaps go .,3,1
ea7-fragment03,811,expel,"In the eyes of the faithful , these Brabanters , with their freebooting and lack of discipline after the end of campaigns , were as dangerous as heretics ; in 1171 Frederick Barbarossa and Louis VII agreed to expel them from their lands .",38,0
b1g-fragment02,1069,densify,"One solution to this is to densify the ground control and another is to use contextually based classifiers rather than the traditional , spectrally based ones .",6,0
cdb-fragment02,475,look,"Take care , said Rufus , and not looking back any more than he had done when they returned from the cemetery , drove off round the town he had got to know so well , over the Stour bridge , into Essex , heading for Halstead and Dunmow and Ongar and London .",8,0
kbw-fragment42,14819,want,want to swap it over,0,0
g0l-fragment01,138,shut,That should shut them up .,2,0
alp-fragment01,58,expect,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",27,0
fet-fragment01,181,cheer,"He told Daniel about the terrible St RÃŒÂ©my painting of the blasted tree , about noir-rouge , and Daniel said that it was odd that these orchards should be all over the walls of other asylums now , to cheer people up .",39,0
g0l-fragment01,299,become,Most of them became good Americans .,3,0
kcv-fragment42,4394,know,Well I do n't know .,4,0
kbw-fragment17,6248,mind,"Mind you , she 's like that , better get",0,0
crs-fragment01,30,offer,"For example , Field End House had been open for three years as a specialist unit for children with learning difficulties , and was designed to offer respite round the clock care .",26,0
ac2-fragment06,1348,become,You are becoming so hard and bitter and it 's not really like you .,2,0
ab9-fragment03,835,intimidate,"He watched his aunt and Miss Williams wordlessly consult each other , but knew his aunt would do as she was told ; successful solicitor though she was , she was ten years younger than Miss Williams and , as she complained , totally intimidated by her as she had not been by anyone since her late headmistress .",44,0
fpb-fragment01,1279,refuse,"With a shudder , Sylvie refused a cup of tea .",5,0
kbh-fragment41,5269,want,You do n't want me to get cross do you ?,3,0
kbp-fragment09,4002,want,Do you want to ditch me and grab the phone before it,2,0
amm-fragment02,1783,tend,The warm-blooded supporters tend to ally themselves with the supporters of a theory about the relationships of the dinosaurs .,3,1
a8n-fragment19,321,hammer,The predatory Ritchie chested the ball down and hammered a volley past Lukic .,8,1
a1h-fragment05,102,meet,"He anticipated some of the enthusiasms of John Cage , whom he first met in 1941 .",13,0
fpb-fragment01,1368,get,"Do n't think you can get away with it just because you 've always got away with everything , since you set that nursemaid 's apron alight .",14,1
kbp-fragment09,3844,go,"Cup of tea , turn the car round and go back .",9,0
g0l-fragment01,290,finish,Maybe it was a job they never finished .,7,0
a1m-fragment01,58,seem,"Britain , with its growing traffic problems , seems an ideal place for the onset of this revolution .",8,0
fpb-fragment01,1296,climb,"Making sure to appear casual , he carefully watched the men in dinner jackets and the women in full-length dÃŒÂ©colletÃŒÂ© dresses move slowly over the red carpet towards the restaurant at the rear , or climb the staircase to the gaming rooms .",35,0
ahf-fragment63,1179,become,"A political commentator of our own day , Paul Johnson , quoted it not long after Major became Prime Minister to suggest that it was also true of him .",17,0
b1g-fragment02,1040,acquire,"Mooneyhan ( 1988 ) has described the progress of the pilot stage of GRID which culminated in approval for a full operational phase ; GRID is now involved in integrating , storing and exploiting a variety of global environmental databases , mostly acquired from NASA .",42,0
b1g-fragment02,1165,ensure,"Underlying it all , however , is one obvious fact : that the gathering and analysis of geographically distributed environmental data form the necessary starting-point for ensuring the success of our future on earth .",26,0
fet-fragment01,21,record,"He would have been lying if he had recorded only the more accessible drama of the painter 's electric quarrels with Gauguin in the Yellow House in Arles , the distant necessary brother who supplied paint and love , the severed ear delivered to the whore in the brothel , the asylum fears .",8,0
acj-fragment01,114,strike,"That would have the merit of simplicity , but would it strike the right note socially ?",11,1
kcf-fragment14,1351,go,You want to go to the orthopaedic .,3,0
fpb-fragment01,1283,run,"Knowing that Adam was probably in the elevator on his way to the beach , Buzz hurled herself out of the kitchen and ran upstairs .",23,0
kbc-fragment13,6171,smoke,"Well he 's a , he , he did n't smoke .",10,0
ahl-fragment02,22,exceed,"The results exceeded our expectations , said Mr Goodson .",2,0
b1g-fragment02,1447,provide,Systems such as PREPLAN can provide the user with sound models of the behaviour patterns of fire and are therefore of enormous value in land-use planning .,5,0
b1g-fragment02,778,hamper,Digital data occupy a central position in this applications field and a number of examples are given to illustrate the extent to which their development has been hampered or facilitated in various countries by the policies of the organizations with responsibility for digital data provision .,27,0
kbp-fragment09,3878,waste,"Cos I I hate wasting , I remember when we were selling ours , the time wasters , the people that had no intention of buying .",4,0
ab9-fragment03,857,get,"Come along , Jamie , let's get you back .",6,0
b1g-fragment02,1032,approve,"Approved future programmes include the Upper Atmosphere Research Satellite , the NASA Scatterometer and the joint NASA/CNES Ocean Topography Experiment .",0,0
kbc-fragment13,5988,live,How long did she live after the stroke ?,4,0
b1g-fragment02,915,give,"In giving the 1990 Robens Coal Science Lecture at the Royal Institution , Sir John Mason ( a former Director of the Meteorological Office ) urged caution in interpreting the results of the massive atmospheric and oceanic modelling exercises ; as the equilibrium models are refined to take account of the thermal lag in oceans , etc. , lower values of predicted changes are likely .",1,0
kcv-fragment42,4664,get,Perhaps when they come back they 've got six months you know they 've got a month 's work on their hands .,7,1
a7s-fragment03,44,get,"Brutality , as Hill describes and felt it , was a bitter part of his prison life ; you just learnt to get down on the floor as fast as you could and cover up as best you could .",22,0
cdb-fragment02,384,point,"Beryl meant that Adam had been among the previous owners of Wyvis Hall while her husband had not , but she knew better than to point this out .",25,1
bpa-fragment14,2305,gaze,"His gaze came back to George , still sprawled over the control desk .",1,0
kbc-fragment13,6005,mean,"I mean , and she was in a terrible , I mean she could n't even speak !",1,0
a6u-fragment02,244,stare,"Hale 's eyes stare knowingly at the viewer , a human sacrifice to an alienated and consumerist culture .",3,1
kbd-fragment07,2269,pay,So two hundred paid tonight ?,3,0
as6-fragment01,8,stain,"The inner city has been variously regarded as a cause for moral outrage , a threat to public order , or as a stain on the nation 's conscience .",23,1
fet-fragment01,33,make,"Good Lord ! it did make an impression on me , reading the letters of those men .",5,1
kcv-fragment42,4329,share,Why do n't we share it ?,4,0
al0-fragment06,184,raise,"Since 1986 Rytasha has broken awayfrom her guru and set up on her own with a charity called Food Relief International , which raises money from the fiercely competitive matrons of Palm Beach and distributes it to the starving people of Bangladesh .",23,1
c8t-fragment01,12,use,"The road he was on , veering left , would lead eventually to the station but was , he knew , seldom used since normal traffic and all heavy vehicles used the new access road to the north .",22,1
a8r-fragment02,25,ask,They seem to think that you can ask a businessman what his requirements are and get an answer that amounts to a draft system specification .,7,0
b1g-fragment02,1434,determine,The type of natural disaster determines the time period within which the road network has to be evacuated .,5,0
a8n-fragment19,322,attack,Arsenal had no choice but to attack as soon as the second half began .,6,1
b1g-fragment02,1529,note,"It should be noted that there are frequently major discrepancies between the regional registries and the specialist registries , partly because the latter receive notifications directly from consultants .",3,1
a3p-fragment09,178,stretch,"It is a rambling Tudor house run by John and Margaret Parker , whose breakfast room and drawing room look out over a wonderful walled garden , beyond which fields of grazing cows stretch down to the river .",33,1
a1n-fragment18,353,sprinkle,"Why , though , could these supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust ?",19,1
fpb-fragment01,1257,suggest,"In fact , I 'm about to suggest something that would simplify matters .",7,0
cdb-fragment02,429,steal,"One thing about Zosie 's pilfering , she never stole rubbish .",9,0
ac2-fragment06,1535,announce,"It wo n't be announced for a week or so , but he 's already been told .",4,0
cb5-fragment02,3314,dare,I dare say O'Farrell will be back tomorrow before we leave .,1,0
a1p-fragment03,59,win,"JOHN SMITH , the shadow Chancellor , yesterday set the overriding tone for this week 's Labour Party conference with a warning that he would impose tough spending controls if Labour won the next election .",31,1
a1j-fragment34,551,propose,Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government .,7,0
alp-fragment01,86,carry,"Drinks exercises introduce the notion of measurement , concentration of alcohol content ; information which will be necessary to carry out the recording of alcohol consumption throughout the duration of the course ( p. 3 ) .",19,0
c8t-fragment01,32,know,Once she knew you were on your way to Norfolk you were a predestined victim .,2,0
a1e-fragment01,21,go,He went to the US because Goldsmith decided that if you wanted to be a capitalist the UK and France were not the places to be .,1,0
a4d-fragment02,82,go,"The irony is that had the tower been higher and had the teak scrubbers been less efficient , the smoke would have gone straight up into the air .",22,1
kbw-fragment42,14890,go,It 's when we 're going to take it in the kitchen and put it away when we 've finished .,5,0
kb7-fragment10,2146,mean,I I mean you can put anything in there really .,2,0
kb7-fragment10,2434,wait,"I 'm not waiting , bother waiting for the desired",3,0
ew1-fragment01,122,prevent,It was usual to extract some form of guarantee in exchange for party support but the secrecy prevented such undertakings from being enforced .,17,0
kcf-fragment14,1234,give,"I 've , no I 'm gon na give this to .",8,0
alp-fragment01,24,give,"Beforehand , however , consideration will be given first to the probation project and second to its evaluation .",7,1
kcu-fragment02,1938,want,I mean he wanted,3,0
kb7-fragment10,2467,need,"You do n't need any wheels do you , really ?",3,0
bpa-fragment14,2112,cut,"Delaney pulled the curtain across , covering Forster who cut a small slit in the opaque green plastic , widening it to give himself a better field of view .",9,0
ahl-fragment02,11,include,"Data to be published shortly draws on experiments including observations of Freddy , the dolphin that has been living off the Northumbrian coast for four years .",8,0
b1g-fragment02,839,proceed,"Pearce et al. ( 1989 ) have argued that the effects of government , commercial and other actions on the environment can and should be assessed on a cost/benefit basis and this seems likely to be the basis on which at least the UK government will proceed .",46,0
ac2-fragment06,1262,kiss,Mark smiled thinly and kissed her affectionately on the cheek .,4,0
ew1-fragment01,104,deal,"Fraser dealt with this problem without difficulty and explained to Law in 1913 that "" the importance of getting important speeches in advance is shown in concrete manner by your Wallsend speech on October 29th .",1,1
a1h-fragment05,92,start,"He started by writing occasional articles but in 1939 he wrote The State of Music , a trenchant and provocative assessment of the machinery of the musical profession at the time .",1,0
ahb-fragment51,738,complain,"In case of a dispute you can complain to the professional body , and members are bonded , which means that deposits and rent are covered in case of fraud or dishonesty .",7,0
a1f-fragment07,148,double,"Sir : Despite a significant gap in the Labour Party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be welcomed ( 28 September ) .",19,0
ahf-fragment63,1186,associate,"Of almost all the great measures with which his name is associated , he attained great eminence as an opponent before he attained even greater eminence as their advocate .",11,0
cdb-fragment04,975,go,"Only thus , only by pretending unreality , pretending this was a part he acted , could he go on , cross the wild , shaggy grass , go past the black-branched cedar tree , arrive at the porch set in its four Doric columns and insert his key in the lock .",18,0
a1g-fragment26,397,announce,"Some of the refugees had been living in Polish exile for as long as seven weeks , while others arrived only a few hours before West German diplomats announced they could leave .",28,0
kbc-fragment13,5982,live,"Yeah but she did n't , well she did n't live long after her stroke did she ?",10,0
ccw-fragment03,1665,count,"And tell me , sweet creature , do you count as a toy ?",9,1
alp-fragment01,15,challenge,"The aim of this article is to challenge the assertion contained in the White Paper Crime , Justice and Protecting the Public ( Home Office , 1990a ) that probation practice can be conceived of as a form of punishment in the community .",7,1
kbp-fragment09,3698,see,"I see , yes , yeah .",1,1
acj-fragment01,27,keep,"In one recent case the victim of a stabbing died two and a half years after the incident , having been kept on a life-support machine for almost the entire time .",21,1
kbw-fragment17,6086,cos,Cos I cos I had,2,0
g0l-fragment01,107,bring,You were bringing scientists and others into America just as we were .,2,0
a1x-fragment05,177,say,"Dr Maurice Slevin , a consultant physician at the department of medical oncology at St Bartholomew 's Hospital , London , said the chances of a woman being alive and well four years after such treatment were at least 75 per cent .",21,0
al5-fragment03,17,take,"THE NEW Health Secretary , Mrs Virginia Bottomley , set herself an ambitious target yesterday to take the politics out of the National Health Service .",16,1
ab9-fragment03,938,curl,"Andy Barton , founder and chief executive of Barton Textiles , was almost as broad as he was long , virtually neckless , with incongruously long brown hair curling over his collar .",28,0
a3k-fragment11,109,go,"Property : Houses that are going , going , gone : Fed up with trying to sell , more people are auctioning their home instead .",5,1
a9j-fragment01,14,run,"Palestinian flags would be raised on minarets and church spires , road blocks would again be erected , and life in all its aspects would once again be run by the local leadership .",28,1
ea7-fragment03,831,flourished,"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .",9,1
c8t-fragment01,15,surveying,On his previous visits to Larksoken he had seen Martyr 's Cottage spread out beneath him when he and his aunt had stood surveying the headland from the small top room under the cone of the mill .,23,0
ajf-fragment07,199,explain,"Amiel is the first reputable dealer to be prosecuted , but more than 100 others as well as auction houses across America are now under subpoena to explain what they thought they were selling .",27,1
a1h-fragment05,90,begin,"He always felt that effective musical criticism began by being well written , and he never lost his liveliness .",7,1
a38-fragment01,8,spew,This leads to premature wear and plumes of blue smoke spewing from the exhaust .,10,1
kcf-fragment14,1418,love,Yeah but you 'll be sitting in the chair wo n't you love ?,12,0
ahb-fragment51,710,let,She also employed Landlords to manage the let .,7,0
a6u-fragment02,187,balance,The Elle feature transposed the Kahlo style to Kahlo lookalikes in contemporary clothing balanced around segments of Herrera 's biography of the artist .,13,1
a1h-fragment05,78,write,"In Four Saints Thomson 's informality was given free reign since he first of all improvised the music at the piano then , when it stuck , wrote it down to a figured bass .",27,0
fef-fragment03,679,derive,"It helped us to derive Biot-Savart 's law , it will come handy later in solving certain radiation problems , and it often leads to nice formulae , e.g. for the magnetic flux crossing a surface , defined as formula that may be rewritten in terms of the vector potential as follows : formula where C is the curve enclosing the surface .",4,1
ac2-fragment06,1554,tell,They 've already told me you 'll get the maximum terms permitted under British law .,3,0
kbc-fragment13,5912,get,we 'll get the economy right .,2,1
a6u-fragment02,283,peel,"The empty dress , a peeling poster of Mae West and in the far distance the Statue of Liberty .",5,1
kbd-fragment07,2332,sit,"She walked behind the bar , got herself a drink and went and fucking sat and watched us !",14,0
b1g-fragment02,1387,outline,"Allocation determines which arcs in the network will be allocated to a particular node or centre ; districting makes it possible to outline rapidly sets of polygons in order to define specific areas of interest ( districts ) and to summarize their characteristics ; routeing provides a minimum path algorithm through the network , the arcs of which can be assigned weights according to road conditions , road capacity and so on .",22,0
kbw-fragment17,6097,get,We 've only got little .,3,0
fpb-fragment01,1173,encourage,"After they reached two thousand feet , the instructor showed her how to fly level ; he then encouraged her to experiment with the stick , manoeuvring the plane m every direction .",18,0
ccw-fragment03,1649,tell,Would you please tell me the high season price for one week ?,3,0
ahf-fragment63,1176,judge,"There the similarity ends , since judging from his writings Bagehot was a roaring snob , whereas judging from his heckles the heckler was not .",6,1
a1m-fragment01,11,think,"People must n't think that because there 's a computer , they 've got to think of a use for it .",3,0
kcv-fragment42,4651,overlap,Will you ? overlap,3,0
b1g-fragment02,1369,find,This is done by finding areas of high rainfall and parishes with high sheep populations .,4,0
as6-fragment01,47,become,"Sensational media and police reports in 1989 seemed to suggest an increased use of crack among young people in parts of south London , Liverpool , and Birmingham with attendant fears that this particularly dangerous substance might become widespread , as it was reported to be in parts of the United States .",37,0
a4d-fragment02,121,list,Listed building procedures might impede the full commercial realisation of the site when the electricity industry is privatised .,0,0
a1f-fragment12,198,bear,"Cardinal Hume has not only the cross of being a fervent Newcastle United supporter to bear ; he is also known to irreverent members of Mayfair 's Jesuit Farm Street Church by his initials , George Basil Hume .",15,1
a8r-fragment02,56,drive,The process becomes demand driven by the user .,4,0
kcu-fragment02,1669,wait,Ca n't wait to see their face !,2,0
a6u-fragment02,243,inhabit,"In Kahlo 's painting , the figure falls from the fantasy world she has inhabited to the harsh bloodspattered reality of the street , literally coming down to earth .",14,1
ab9-fragment03,955,want,"Silly buggers , it 's jobs they want there first .",7,0
g0l-fragment01,234,die,He died twenty years ago .,1,0
ab9-fragment03,939,extend,"His enormous hands dwarfed the elegant menu which he was studying in apparent disbelief , and Peter Yeo noticed again , as Barton without rising extended one massive paw , that though the fingers were an ordinary length it was the width of the palms that made the hands so large .",25,0
a1h-fragment06,143,travel,"He had recently travelled from Tasmania to Norway in search of the perfect 2,000 metres of flat water .",3,0
ccw-fragment03,1638,use,"I did not use fenders , Breakspear , because I despise precautions .",3,0
g0l-fragment01,24,believe,We believe they 're still in New Orleans .,1,0
