verb,sentence,verb_idx,label
plant,'' Brazil is planting on about half of the land they can plant on ,12,0
plant,"'' The new irrigation tunnel has allowed us to plant 6 , 000 willow trees and 600 apple trees and to earn money for the education of our children , '' she says , tears welling in her eyes ",9,0
plant,"Many farmers reduced wheat planting under a government program that requires them to idle 27.5 % of their acreage to qualify for price - support subsidies , said Ewen Wilson , assistant agriculture secretary for economics ",4,0
plant,"There 's the tree planted in his honor at Freedoms Foundation in Valley Forge , Pa ",4,0
plant,The Agriculture Department is scheduled to report Thursday on farmers ' spring planting intentions ,12,0
plant,"On Friday , an analyst at another major commodity firm said he expects no more than 60 million acres to be planted to soybeans ",21,0
plant,"The first jury , which included two Japanese , quickly tossed out a statue of a French flag topped by the red ball from the Japanese flag , a statue of the bottom part of a man 's head with a bunch of ladders sticking out the top , a mammoth mechanical lotus flower , scores of giant TV screens , and dozens of assorted towers , including one with gardens planted in a spiral up the middle ",71,0
plant,"However , new - crop beans -- to be planted this spring -- were up on continued expectations that this year 's planted acreage wo n't exceed last year 's by much , analysts said ",22,0
plant,"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish ",5,0
plant,"'' The new irrigation tunnel has allowed us to plant 6 , 000 willow trees and 600 apple trees and to earn money for the education of our children , '' she says , tears welling in her eyes ",9,0
plant,"They sell their fruit , save the money , and borrow against it to plant more trees ",14,0
plant,"Farmers in Kansas , the No . 1 wheat - producing state , planted 10.2 million acres , the smallest since 1971 ",13,0
plant,"Prices were also elevated by speculation that frigid high winds in the Midwest could erode topsoil and expose the soft red winter wheat crop planted last fall , said Daniel Basse , an analyst at GNP Commodities Inc . , Chicago ",24,0
plant,"You have to plant it when it 's small , and wait for it to grow . ",3,0
plant,Ms. Long clearly relishes the hands - on work of running a winery and overseeing the evolution of a vineyard planted to her specifications ,20,0
plant,"It will promote inefficiency -LRB- some trees will continue to be planted on marginal land or land not suited for certain species -RRB- , stifle innovation -LRB- with the safety net in place there will be less incentive to try different cultural practices -RRB- and distort the market -LRB- surpluses will become greater -RRB- ",11,0
plant,"Among other steps such as planting chokecherries to restore riparian habitat and carrying out water projects to protect the preserve 's wetlands , the managers of this privately owned preserve create fires ",5,0
plant,"But the closer to plant capacity the economy is operating , the faster low unemployment pushes up costs and prices ",4,0
plant,Just as the American romance with the English garden has come to full bloom and Americans finally are pronouncing Jekyll properly -- Jeekill -- we get reliable intimations of an infinitely droughty future and must begin planting against the imminent desertification of our Anglo - style gardens ,36,0
plant,Russians planted the first trees in 1805 near the eastern Aleutian village of Unalaska ; a few survive and enjoy National Historic Landmark status ,1,0
plant,"Whalers , traders and missionaries planted seedlings at settlements scattered along the chain ",5,0
plant,"Drought was strangling the surrounding countryside , and they did n't have anything to plant , anyway ",14,0
plant,"These were incentives , the official visitor said , to get them planting again ",12,0
plant,"Showing off a rose garden he planted with his own hands , Mr. Lance quietly volunteers : '' One of the great things about roses , unlike people from time to time , is that you get back what you put into them . '",6,0
plant,"Few things give him more satisfaction now , it seems , than the hundreds of roses , fruit trees and berry bushes the 57-year - old Mr. Lance and a grandson have planted together ",32,0
plant,The downturn quickly steamrolled on conjecture that the big rise in soybean futures prices in the past two weeks might motivate some farmers to plant more soybeans ,24,0
plant,"Thus , such basic camouflage measures as false runways made of painted plastic strips , dummy buildings and planes , sod planted on concrete buildings , reforestation and the like could lead him to drop his bombs in the wrong place ",21,0
plant,"According to Ernest Simon , cotton specialist for Prudential - Bache Securities Inc . , dry weather in areas of Texas and in the Mississippi Valley , from Missouri to Louisiana , presented a potential threat to the newly planted crop ",39,0
play,Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap ,6,1
play,"Audiences love the interplay between Brown , a renowned bassist , and Harris , whose technique and volcanic energy moved one colleague to say , '' If God meant us to play like that , He would have given us 88 fingers . '",31,1
play,Publisher Thomas Valentino complains BMI paid him just $ 12 when a piece he handled was played on the nationally syndicated program '' Lifestyles of the Rich and Famous . ',16,1
play,"'' Just girls play with Barbie dolls and just boys play with GI Joe , '' she complains ",10,1
play,Karen Stern has played the harp surrounded by ice sculptures at a restaurant and as part of the display for a three - foot - high cake at a pastry competition ,3,1
play,"Displaying his erudition , however , Mr. Bonin soon says he will handle the position the way Mr. Kasparov himself once played against Grandmaster Ljubomir Ljubojevic , the leading Yugoslav player ",21,0
plow,"'' We ' ve been plowing a lot of new furrows , '' says Richard Burket of Archer - Daniels - Midland Co . , Decatur , Ill ",5,0
plow,State officials are advising farmers to plow under infested fields ,6,0
plow,"The soil was so rocky that they had to do something with the boulders plowed up in their fields ; dry stone walls were built in other , scattered parts of the U.S . , but in smaller numbers ",14,0
plow,"Field stone , generally rounder , is hard to come by because much is already in old stone walls , and few farmers are plowing new fields ",24,0
plow,Foreign farmers are fast plowing new acreage for soybeans to meet demand around the world ,4,0
plow,"He said the legislation should n't be so generous as to induce any farmers to plow under their crops , and should n't '' bust the budget . '",15,0
plow,"Morally repugnant and economically absurd , the scheme would knock over homes and churches , plow up cemeteries and herd the residents into '' urban agro - industrial complexes . '",15,0
plow,"In late June , for example , a group that included Teddy Roosevelt 's great - great - granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset ",25,0
plow,But sometimes there is a loosening of former rigidities : The communists once declared golf a capitalist evil and plowed up courses to plant crops ,19,0
plow,"He plowed afoot behind a mule , picked cotton and hoed peanuts ",1,0
plow,Later they were burned as railroad fuel and plowed under as fertilizer ,8,0
plow,"He plowed afoot behind a mule , picked cotton and hoed peanuts ",1,0
plow,"The speculation centers on whether some farmers would plow under their wheat crop , some of which is nearing harvest , to make the switch in time to grow soybeans , said Richard Loewy , senior grain and oilseed analyst at Prudential - Bache Securities Inc . , New York ",8,0
plow,Most land being farmed by FmHA borrowers would be plowed regardless of whether the FmHA ever existed ,9,0
plow,"Bostonians have excuses about why their snow is worse : The snow is often wet and slippery , making it harder to plow ; narrow , winding roads , steep hills , numerous bridges and potholes make driving more treacherous ",22,0
pour,They poured gasoline over the pile and set it on fire ,1,1
pour,"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family : an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- '' champers , '' as he prefers to call it -- for the four of them ",48,1
pour,"Public anger reached its zenith April 30 , 1982 , when angry mobs stopped three taxis bearing margis , dragged them from their cars , bludgeoned and poured acid on them and finally burned them to death ",27,1
pour,"'' As long as the rains come pouring down on our land , we have hope . '",7,1
pour,"When Mr. Corbett poured molasses on Chief 's feed to make it more appealing , the bored hog merely licked off the syrup ",3,0
pour,"The celebration is a rambunctious countrystyle baptism on a central highlands cattle ranch , with serenading mariachis , swaggering cowboys , and white - jacketed waiters pouring tequila like water ",26,0
pour,"At state dinners , the president pours wine for his guests , but in adherence to Islam never touches a drop himself ",6,0
pour,Guests had to do their own pouring and mixing ,6,0
pour,"'' Do you know what democracy means ? '' he says , pouring a glass of my Orangina ",12,0
pour,"As each diver plunges into a cage , Mr. Roessler pours a smelly dipper of chum on top of him : the initiation rite ",10,0
pour,Custom demands that cognac be poured from a freshly opened bottle ,5,0
pour,"As each diver plunges into a cage , Mr. Roessler pours a smelly dipper of chum on top of him : the initiation rite ",10,0
pour,"At the Pavilion , Mr. Worthington pours a last glass ",6,0
pour,"As we watch everybody eat -- Dan pouring rather a lot of salt on his chicken salad and from the looks of it , running out of banter -- a local pollster makes conversation with the press ",7,0
pour,"Lone Star Industries Inc. says its new cement , Pyrament , is so durable and fast - drying that an airplane can land on it four hours after it is poured , and so versatile it can be poured in almost any temperature ",38,0
pour,"Joseph M. Kornick , a principal , says the Minute Maid handle is more comfortably rounded '' to fit adults and children '' and has been placed lower '' to lower the center of gravity '' for easier pouring ",38,0
pour,'' She 's only had the chance to practice her conviction politics because the other side has been pouring paraffin over themselves and putting matches to it in front of the television cameras at routine intervals . ',18,0
pour,"The report noted that whoever sent the SOS would have had to open a small hatch at the top of the boat in order to extend the radio 's antenna , thereby permitting water to pour in and capsize the craft ",35,0
pour,The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B ,11,0
pour,"They are pouring lots of free drinks , especially champagne and liqueurs , at art events in Los Angeles and New York ",2,0
pour,"Here Mr. Brown plays barkeep mentor to Mr. Cruise , the wise old hand who teaches the pup how to succeed at the high - stakes game of pouring brew ",28,0
pump,"One of the highest concentrations of chemical plants in the nation , its hulking factories whir and hiss , pumping steam into a hazy , burnt - orange sky ",19,1
pump,"Wolverine also said the Wyoming well is being pumped at a rate of 255 barrels of oil a day from a depth of 7 , 260 feet ",8,1
pump,"Britain 's North Sea section pumps about 2.5 million barrels of oil a day , while the Norwegian section pumps about 1.2 million barrels a day ",19,1
pump,"The company has been pumping gas in Houston for more than 25 years , but is classified in the area as a non - major , with a market share of just 2.6 % , according to Whitney Leigh ",4,1
pump,"Thanks to further development of previously discovered reserves in Alaska and the Gulf of Mexico , BP America is one of the few North American oil producers that pumped more crude oil last year than in 1986 ",28,1
pump,"To make up for some of that loss , Western Pennsylvania Water has brought another of its pumping stations to full capacity ",17,1
pump,"Baker Hughes and Dresser have a joint venture , BJ - Titan , in the pressure pumping services business , though they said last week they are seeking buyers ",16,0
pump,"The oil company disclosed earlier yesterday that last week 's fire had damaged a pumping station and conduits , inhibiting the flow of gasoline product into the Colonial Pipeline ",14,0
pump,"The spokesman was n't able to quantify pumping capacity ; the refinery has a crude oil input capacity of 400 , 000 barrels a day , but runs between 250 , 000 barrels and 275 , 000 barrels a day ",7,0
pump,"The provincial governments of Alberta and Saskatchewan have offered a total of 28.5 million Canadian dollars -LRB- $ 23.2 million -RRB- to assist in well drilling , water pumping and other relief activities ",28,0
pump,"The new automated system pumps the solvent through a thin catheter inserted into the gallbladder under local anesthesia , the center said ",4,0
pump,Other investigators say faulty idling valves can make cars surge by suddenly pumping extra air into the engines ,12,0
pump,"Gary Floyd , owner of Johnson 's Corner , says he pumped one million fewer gallons of diesel fuel in 1987 than a year earlier ",11,0
pump,"Two years ago , Utah state engineers came up with what seemed a logical solution to the seasonal flooding of the Great Salt Lake : Create yet another lake nearby , and pump the excess water into it ",32,0
pump,BJ - Titan primarily offers pumping and other services that aim to increase a well 's output of oil and gas ,5,0
pump,"Harvey D. White , an Auckland cardiologist , found that '' no dramatic difference '' emerged from a small study comparing TPA with streptokinase in preserving the heart 's pumping power and in prolonging survival following a first heart attack ",29,0
pump,"The heart 's pumping power three weeks after treatment , as measured by the fraction of blood ejected with each heartbeat , was '' exactly the same '' -- 58 % for both groups , Dr. White said ",3,0
pump,"Scientists disagree , however , as to whether the heart 's pumping power is a true predictor of survival ",11,0
pump,Dr. Grosssbard added that the apparent equality in pumping power obscured the fact that more streptokinase patients had died in the first three weeks ,8,0
pump,The LCG produced for the Apollo astronauts and used by current shuttle crews is made of white spandex and ribbed with 1 8-inch tubing through which water is pumped from a heat exchanger worn on a backpack to maintain an even body temperature ,28,0
pump,"A score of 200 indicates an ability to grasp simple scientific principles , such as the heart 's main function is to pump blood , or the moon glows because of reflected light from the sun ",22,0
pump,Lung congestion is a result of weakened or impaired pumping action by the heart 's key lower left chamber ,9,0
pump,"Under the pact , Ashland will treat the contaminated soil , and it will pump and treat ground water to meet drinking - water standards , among other things ",14,0
pump,"A prepared statement from Dr. Lenfant 's office , read by an institute spokesman , said the institute plans to refocus its resources on the smaller , '' simple and reliable '' left ventricular assist devices -- half - heart pumps that may be implanted in tandem with the real heart to boost the power of its main pumping chamber ",40,0
pump,"The solvent , methyl tert - butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia ",29,0
pump,Recovery efforts off the coast of Florida had been delayed while the workers pumped toxic gases from the 30-year - old vessel ,13,0
pump,"They pump their arms and wiggle their hips vigorously , producing a motion that Red Smith once likened to that of earthworms out after a thunderstorm ",1,0
pump,"Two doctors from Pittsburgh raced by private jet to the Midwest to retrieve it ; on return , bad weather kept their plane circling over Pittsburgh for an hour and a half while Mr. McGowan , his chest opened and a heart - lung machine pumping his blood , lay on the operating table ",45,0
rain,"Coincidence perhaps , but within 48 hours , Ms. Fox says , it rained here ",13,1
rain,"Gustave de La France , an old farmer who lives deep in the bald mountains near Hinche , says : '' When it rains , the spirits in the rocks are nourished , so the rocks grow larger . '",23,1
rain,"Every time it rained , the family placed cups and bowls all over the house to catch the leaks ",3,1
rain,"'' No , it does n't rain every day , '' protests a vendor at Cherrapunji 's waterlogged market , his face wreathed in swirling , midmorning mist ",6,1
rain,One of their favorite songs has the line : '' It rains and rains Until the stones will break . ',11,1
rain,"Mr. Syiem says there are times when it rains heavily , day and night , for two weeks running ",8,1
rain,"'' If we return from the International Coffee Organization meetings in London at the end of September and it still has n't rained , then it would be a consideration , '' he said ",22,1
rain,"'' I was in the stands when it rained , '' said Victor Lespinasse , a floor broker for Dean Witter Reynolds , Chicago ",8,1
rain,"Then , after 3 1 2 innings , it rained , with the Cubs ahead , 3 - 1 ",9,1
rain,It 's raining . ',2,1
rain,"In addition , Mr. Sieck said , NASA would cancel the test if it rained , on the off chance that the firing could be hit by lightning ",14,1
rain,"When it finally rained , it was a letdown . '",3,1
rain,"'' When it does n't rain on my land , it will rain on my brother 's , '' says Antonio Avina ",12,1
rain,But I could n't make it rain . ',6,1
rain,"But Champion International Corp. may soon have to curtail production at its Canton , N.C . , paper mill if it does n't rain soon ",23,1
rain,"It has rained only an inch and a half since January , and most of that came in sprinkles that quickly sizzled back into the air as soon as they hit the burning ground ",2,1
rain,'' It ai n't going to rain . ',6,1
rain,"For now , he will just reseed the dry wheat fields to soybeans on the chance it will rain ",18,1
rain,"And , he says ominously , there is always the problem of what to do if the Army diverts water into the rivers and it starts to rain ",27,1
rain,"Beginning this week , says Steve Freed , an agricultural analyst for Dean Witter Reynolds in Chicago , the corn yield will drop 5 % for every week it rains less than normal ",29,1
rain,Grain and soybean futures prices plunged because it rained in Iowa ,8,1
rain,"'' If it rains three inches , we 'd go down 30 cents , '' said Mickey Luth , a soybean analyst at Shearson Lehman Hutton , Chicago ",3,1
rain,"'' The most harrowing time is when it rains , and this year it rained every single day except for two days in six weeks ",14,1
rain,"Foul weather delayed the regatta , but it finally took place on Jan. 2 : '' It rained during the first race , rained and hailed during the second , and snowed during the third , '' Mr. Taylor wrote ",23,1
rain,"It rained for the rest of the day and into the evening , canceling or carrying over all but five of the 64 scheduled contests ",1,0
rain,"For one thing , it started raining again in mid - July ",6,0
rain,"'' I wish we did n't run to the government every time it does n't rain , '' says W.J . '' Dub '' Waldrip , of the huge Spade Ranches of Texas and New Mexico ",15,0
rain,"'' Back when I was his age , '' says oldtimer Mr. Van Cleve , pointing to a 13-year - old boy at his lunch table in Uvalde , '' I remember it rained once . '",33,0
rain,"'' I do n't think we could carry Iowa even if it rains every day , '' says Washington GOP consultant Eddie Mahe , who stayed out of the GOP nomination contest but will work for Mr. Bush this fall ",12,0
rain,"The dual rallies were touched off by falling commodity prices , which came in reaction to rain in the parched Farm Belt ",16,0
rain,"It rained hard Saturday night along the Gulf Coast , and on Sunday morning the infield at McKechnie Field here was so wet that grounds crewmen were using plastic bottles to scoop up the standing water ",1,0
rain,"It rained hard Saturday night along the Gulf Coast , and on Sunday morning the infield at McKechnie Field here was so wet that grounds crewmen were using plastic bottles to scoop up the standing water ",1,0
rest,"But while contacts between the two sides continued , no talks occurred over the weekend , as senior officials of both groups rested after two weeks of grueling work ",22,1
rest,"Efforts to improve on - board bedding are aimed not at passengers but at pilots and cabin staff , who are supposed to get a chance to rest after working a certain number of hours ",27,1
rest,Next to it rests a wooden face carving he found in a nearby cemetery ,3,1
rest,"In that first expedition and in a follow - up a year later , he and his scientific crew shot thousands of still photos and made hours of videotape of the Titanic 's final resting place ",18,1
rest,"Spain has begun restoring the Seville monastery where Christopher Columbus rested between sailings , and where he lay buried for a quarter century after he died , as part of an $ 800 million extravaganza to commemorate his discovery of America ",10,0
rest,They refuse to rest and demand treatment with antibiotics ,3,0
rest,They refuse to rest and demand treatment with antibiotics ,3,0
rest,"The missiles , which only on rare occasions are pointed skyward , rest obscurely behind a wire fence at the western edge of town ",12,0
rest,"The grave of sleep swallows you , but still you do n't rest , your brain still chases phantoms ",12,0
rest,"Mr. Quayle , who stood with one foot resting on the base of his lectern , found himself on risky ground when he boasted , '' We are producing Hondas and exporting Hondas to Japan . '",8,0
rest,"Former JFK adviser Sorensen , harking back to 1960 , tells Dukakis to state positions crisply and be well rested ",19,0
rest,"Three weeks after suffering one heart attack last November , 46-year - old Bill Peterson was resting at a St. Louis hospital when he was suddenly gripped by the chest - crushing pain of a second ",16,0
rest,"'' Look at all the suffering Unita has caused , '' says Espirito , resting his one leg on a bar stool ",14,0
rest,"'' He 's tan , rested and ready . '",5,0
rest,"Look who else is ready and rested over at the Orpheum Theater : Populist Huey Long , assassinated 53 years ago , but livelier than most redfish in this revisionist play , '' The Kingfish , '' about a rustic some called a born leader and others a sleazeball ",6,0
rest,A typist 's fingers rest in indentations ; moving a finger within an indentation '' types '' a character ,4,0
rest,"The regulations urge employers with a large staff of women to provide appropriate sanitary equipment , rooms for pregnant women to rest , and nurseries and kindergartens ",21,0
rest,"Flo , sporting elaborate eye makeup and nails painted a half - dozen colors , said after her 200 win that she 'd probably take it easy until the Olympics , working out twice a week , resting , and , probably choosing new outfits ",37,0
rest,"Young boys stretch out on picnic tables in the shade , and older men rest against cool block walls ",14,0
rest,And she recalls Joshua 's reaction to his first week of first grade : '' They do n't give us enough time to rest our heads and our hands . ',23,0
rest,"'' You can drive it with your fingertips , but still rest your hand on it . '",11,0
rest,He spent most days resting on a quilt in Beatrix Potter 's studio ,4,0
ride,But TWA allows police dogs trained in explosive detection to ride in seats -- at half fare ,10,0
ride,"John Matt , a 25-year - old stock - index options trader , started riding his bicycle to work to save money , then could n't afford to replace it when it was stolen ",14,0
ride,"A letter from Mayor Ed Koch went out early this month to chief executives of 11 , 000 companies , urging them to reduce the city 's traffic woes by encouraging employees to ride subways ",33,0
ride,"Along the way he graduated from Georgia State University , worked two years as an eighth - grade math teacher and developed a passion for riding -- and compulsively tinkering with -- dirt bikes ",25,0
ride,"And now , you are crammed into the Kwik Kopy bus , riding from Houston Intercontinental Airport to an isolated campus in the woods near Cyprus , Texas ",12,0
ride,"But some holdouts still ride into the arena sporting soft white Stetsons , which provide scant protection against opponents wielding 60-inch fiberglass mallets with hard rubber heads ",4,0
ride,"'' At last insane , at last at peace '' -- these are the thoughts a woman riding a bicycle beams up to the angels ",17,0
ride,Miss Walker was riding in the Jeep at the time of the accident ,3,0
ride,"Thus , Forbes Inc. does n't try to stop Chairman Malcolm Forbes from ballooning or riding motorcycles despite the dangers ",15,0
ride,They are tales a salesman overhears as he rides in the third - class car of a train through Russia 's Jewish Pale of Settlement ,8,0
ride,"Then , their land is appropriated by white men , their child dies , and Alessandro is shot to death for mistakenly riding a settler 's horse ",5,0
ride,They ride around ,1,0
ride,"For example , director Dolores D. Wharton was shown riding a bike ",9,0
ride,"I returned to the yard to keep an eye on my children , who delight in riding their scooters in the road if I will stand watch ",16,0
ride,"Children rode bicycles , played street sports , and had toys that required effort ",1,0
ride,"Though riding the luge is a fairly dangerous sport , the scariest moment for the Philippines ' Mr. Ocampo came a week before the Olympics when his credentials to participate were temporarily blocked by Philippine bureaucrats ",1,0
ride,"Mohammed Abu - Helal , a West Bank farmer , used to ride his donkey across the river on Fridays to attend an east - bank mosque ",12,0
ride,This might include such cream - puff outings as hiking in the Alps or riding elephants in Thailand ,14,0
ride,"Frequently in bad contemporary movies , when men are n't undressing onscreen , they are riding around in cars with their buddies -- or avenging their deaths ",15,0
ride,"Legend holds that the Jew immediately rode out of town , realizing that he was no match for such a shrewd population ",6,0
ride,"Riding for pleasure and fitness , horse shows , eventing , rodeos , racing , trail riding , etc . , all involve a significant number of participants and spectators ",16,0
ride,"'' We were contacted by people who smoke our products and ride these trains , '' he added ",11,0
ride,"I would n't want my kid to ride in one , '' he says ",7,0
ride,They ride from their homes in Beverly Hills to the coast on weekends ,1,0
ride,"Dr. Pizzo , who previewed his study at the Fourth International AIDS Conference in Stockholm , has said one little boy resumed riding his bike on AZT therapy ",22,0
ride,"Lots of people ride bicycles , joggers are out in fair numbers , and the last time I passed a tennis complex , all the courts were full ",3,0
ride,"Twelve - year - old Peter Reaves of Pittsburgh treasures '' his free time to ride his bike , play ball and just hangout , '' says his mother Debby ",15,0
ride,"'' Also , we have to kick harder , because our legs ride lower in the water than freestylers ' do ",12,0
ride,"A typical 10-hour day : three hours of gymnastics and diving from 7 a.m. to 10 a.m . ; an hour of taped replays starting at 4 p.m . ; a medley of boxing , basketball and volleyball from 7:30 p.m. to midnight ; then , to wrap things up , tennis or horseback riding from 12:30 a.m. to 2:30 a.m ",54,0
ride,"The size of a Dalmatiner , these horses were ridden by teen - age boys dressed up as Valkyries to give an illusion of distance in the first production of the '' Ring . '",9,0
ride,"Thirty - eight summers ago at Tecumseh Lodge in Eagle River , Wis . , my riding instructor was '' Uncle '' Al Dorfman ",16,0
ride,"Locals always urge visitors to discover Helsinki by riding the 3 T tram , a nifty little streetcar that whips past the civic highlights ",8,0
ride,"Lawn mowers on display ranged from a $ 5 , 000 riding version with four - wheel steering from Swedish maker Husqvarna to a humble $ 69 push mower made by American Lawn Mowers of Shelbyville , Ind ",11,0
ride,"Late at night , laughing families pack kebab restaurants or ride Ferris wheels at a gaudy amusement park ",10,0
ride,"Soon after Mr. McCarthy saw society bandleader Peter Duchin on a train , W declared that riding the subways is '' in . '",16,0
ride,"In '' Elephant , '' the suffocating burden of adult responsibility gives way to a moment 's memory of childhood joy when a boy could ride carefree on his father 's shoulders ",25,0
ride,"The pumps can be reprogrammed by telephone to alter dosages , and he says that one of his young patients recently resumed riding a bicycle ",22,0
roll,Among Mr. Huffstutler 's prospective clients were attorneys suing American Motors in cases where Jeeps had rolled over ,16,1
roll,"As the first issue was rolling off the press , Mr. McGovern threw a party in Moscow and eagerly leafed through the magazine ",5,1
roll,When he tries a curve he ca n't resist rolling his eyes skyward in open homage to the L.A. Dodgers ' Fernando Valenzuela ,9,1
roll,"Still , the buses roll on ",4,1
roll,"Company officials argue , too , that the maneuvers used could have caused any number of other vehicles -- including standard passenger cars -- to roll over ",25,1
roll,He hyped it by having a '' banker '' present to fondle the winner 's check while the bowlers rolled ,19,1
roll,"While American car - buyers still reflexively believe automobiles built in Japan are so good they roll on water , Honda in marketing the cars it is sending back home will boast that its Ohio - built Accords are American ",16,1
roll,"When the TV cameramen motion for him to run closer to the water , Sen. Gore readily complies , the waves rolling up to his feet ",21,1
roll,"Most of the machinery in Toyota Motor Corp. 's $ 800 million auto plant in Georgetown , Ky . , came from Japan , for example , and Toyota spokesmen say that when the first cars roll off the assembly line this spring , 40 % of the total value will be imported ",36,1
roll,"For only $ 4.95 , it advises me to wrinkle up my nose , pucker my lips , grit my teeth -LRB- but not too tightly -RRB- , smile for a while , open my mouth wide , drop my jaw and roll my eyes around to relax ",42,1
roll,"The plant , the company 's second - largest , has annual slitting and rolling capacity of about 120 , 000 tons ",14,1
roll,Their eyes roll back into their heads . ',2,1
roll,"Once , in Missoula , Mont . , the behemoth had to be rolled over the back of the seats on plywood ",13,1
roll,"For only $ 4.95 , it advises me to wrinkle up my nose , pucker my lips , grit my teeth -LRB- but not too tightly -RRB- , smile for a while , open my mouth wide , drop my jaw and roll my eyes around to relax ",42,1
roll,"Mr. Groner touches down at the Orlando airport at 5:54 a.m . , and a dumpster - size container carrying our package is rolled onto a truck bound for a sorting center in Longwood , Fla ",23,1
roll,"The former official says that Fidelity trucks , often manned by temporary or part - time workers , would roll in with piles of unlabeled goods collected from multiple addresses ",19,1
roll,"The last Volkswagen made in North America has rolled off the assembly line , but it is n't for sale ",8,0
roll,"The attorney general offices of Texas , New York , California , Massachusetts and Missouri asked American Suzuki Motor Corp. to counter allegations that the four - wheel - drive vehicle is prone to rolling over when taking sharp turns at fast speeds ",34,0
roll,The suit also charges that Suzuki fraudulently withheld information about alleged design defects that give the Samurai a propensity to roll over in certain abrupt maneuvers ,20,0
roll,Mr. Hawking compares all this to roulette : '' At high energies -LRB- when the wheel is spun quickly -RRB- the ball behaves in essentially only one way -- it rolls round and round ,30,0
roll,"If the Russians had rolled over West Germany last week , it might have made Messrs ",4,0
roll,"THE DC-10 ROSE from a runway at Chicago 's O'Hare Airport , slowly rolled over onto its back and hit the ground , killing everyone aboard ",13,0
roll,"A spokesman for the Georgia operations of Lockheed , where the last of 50 C-5Bs is scheduled to roll off the line early next year , said Lockheed has continued talking with a number of U.S. and foreign aircraft concerns about work for its huge plant here ",18,0
roll,"For a time , the OSHA news releases rolled off the presses with regularity ",8,0
roll,"The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , rolled off the production line last week ",17,0
roll,"Sitting on a sofa , his sleeves rolled up above his elbows , the white - haired cricket expert explains his theories on raising a contender ",7,0
roll,"Dave Hoover rolls his 400-pound minijet above the air - show crowd , swooping to within a dozen feet of the runway and popping his landing gear in and out ",2,0
roll,"Two motorcycles , nine cars and vans , and two buses are rolling resolutely to the next stop , the Regency Shopping Mall next door to a muffler shop -- and , please , we already thought of the '' Midasize him ! '' line ",12,0
roll,"As of Thursday night , other Yanks besides Schultz remained in their respective gold - medal chases , including 1984 Olympic super - heavyweight champ Bruce Baumgartner , who rolled a notable East German on Thursday ; Nate Carr at 149.5 , and Kenny Monday at 163 ",29,0
roll,"Josefina Pahilga , 38 years old , trained as a teacher , took a job as a maid abroad after she could not find a teaching post and ended up earning $ 100 a month rolling cigarettes in a tobacco factory ",35,0
roll,'' But who 's going to roll the dice ? ',6,0
roll,"Wean Industries Inc. said it received a $ 20 million subcontract from United Engineering Inc . , Pittsburgh , to supply equipment and components for a hot strip rolling mill to An Feng Steel Co. in Taiwan ",11,0
roll,"'' Jeez , '' you can just hear Joe Exec sighing , his shirt - sleeves rolled up , his arms buried deep in the trash , '' there must be something in here we can salvage . '",16,0
roll,Tears roll down Juana Lara 's cheeks when she recalls the family 's desperation a few years ago ,1,0
roll,"Last fall , on the eve of his Twins 's World Series victory , the slightly stooped banker shed his white dress shirt on a downtown Minneapolis street as TV cameras rolled , to settle a bet ",31,0
roll,"If Warsaw Pact tanks ever roll into Western Europe , the French have a simple plan for dealing with them ",5,0
roll,"We groaned on cue as he rolled over , stood the airplane on its tail and hurtled straight up to a stall at 6 , 000 feet , white smoke trailing from smoke generators at his wingtips ",6,0
roll,"This was obvious in the professional manner in which he rolled across the stadium floor after firing on his target , hoping to avoid being shot by Mr. Ozal 's bodyguards ",10,0
roll,"No sooner had the plane taken off , however , than it began to roll too sharply to the left , crashing into the sea upside down moments later ",14,0
roll,"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ",3,0
roll,"The brainchild of amateur inventor Craig Culver of Woodside , Calif . , the Isopoint is a sliding and rolling cylinder about the diameter of a cocktail straw that fits along the bottom of the keyboard 's spacebar ",19,0
sleep,"'' He ate and slept until he looked like he was going to break , '' recalls Kathleen Perry ",4,1
sleep,"On a work visit to a small town , she elected to spend the night at the home of a friend 's father rather than sleep on the floor , commune - style , with her colleagues ",25,1
sleep,"She lost weight , could n't sleep , and did n't work again for six months ",6,1
sleep,"But most will think , ' Haven ' t I got enough to worry about already ? ' and fall right back to sleep . '",23,1
sleep,Strike two is when I ca n't sleep ,7,1
sleep,"As a consequence , many migrants in the Midwest are sleeping in emergency shelters or tents ",10,1
