verb,sentence,verb_idx,label
help,Everyone helped out during the earthquake,1,0
help,These pills will help the patient,3,0
help,This will help to prevent accidents,2,0
help,I ca n't help myself -- I have to smoke,3,0
help,""" I served him three times , and after that he helped himself """,11,0
help,This money will help the development of literacy in developing countries,3,0
help,She helped herself to some of the office supplies,1,0
help,New slipcovers will help the old living room furniture,3,1
hunt,Goering often hunted wild boars in Poland,2,0
hunt,They hunted the unwanted immigrants out of the neighborhood,1,0
hunt,The oscillator hunts about the correct frequency,2,1
hunt,She hunted for her reading glasses but was unable to locate them,1,1
hunt,The King used to hunt these forests,4,0
hurt,This exercise will hurt your back,3,0
hurt,Our business was hurt by the new competition,3,0
hurt,She hurt me when she did not include me among her guests,1,1
hurt,Were you hurting after the accident ?,2,0
ignite,Great heat can ignite almost any dry matter,3,0
ignite,Marsh gases ignited suddenly,2,0
ignite,The ostentatious way of living of the rich ignites the hatred of the poor,8,1
immigrate,only few plants can immigrate to the island,4,0
immigrate,Britain immigrated many colonists to America,1,0
immigrate,Many people immigrated at the beginning of the 20th century,2,0
impress,This child impressed me as unusually mature,2,0
impress,The young chess player impressed her audience,4,0
impress,""" To make a batik , you impress a design with wax """,7,0
incline,He inclined his ear to the wise old man,1,0
incline,She inclined her head to the student,1,0
incline,She inclines to the view that people should be allowed to expres their religious beliefs,1,1
incline,Their language inclines us to believe them,2,1
include,The list includes the names of many famous writers,2,0
include,I include you in the list of culprits,1,0
include,We must include this chemical element in the group,2,0
indicate,These symptoms indicate a serious illness,2,0
indicate,indicated his wishes in a letter,0,0
indicate,Tetracycline is indicated in such cases,2,0
induct,There was a ceremony to induct the president of the Academy .,5,0
induct,We were inducted into the honor society .,2,0
induct,The young geisha was inducted into the ways of her profession .,4,0
infect,Your children have infected you with this head cold,3,0
infect,society was infected by racism,2,1
infect,His laughter infects everyone who is in the same room,2,1
inflate,The charges were inflated,3,1
inflate,The war inflated the economy,2,1
inflate,inflate the currency,0,1
inform,I informed him of his rights,1,0
inform,The principles that inform modern teaching,3,0
inform,She had informed on her own parents for years,2,0
inherit,I inherited a castle from my French grandparents,1,0
inherit,The new chairman inherited many problems from the previous chair,3,0
inherit,I inherited my good eyesight from my mother,1,0
inject,We injected the glucose into the patient 's vein,1,0
inject,He injected new life into the performance,1,1
inject,inject hydrogen into the balloon,0,0
interrupt,We interrupt the program for the following messages,1,0
interrupt,Do n't interrupt me when I 'm reading,2,0
interrupt,Please do n't interrupt me while I 'm on the phone,3,0
interrupt,She interrupted her pregnancy,1,1
intervene,Why did the U.S. not intervene earlier in WW II ?,5,0
intervene,This interludes intervenes between the two movements,2,1
intervene,The war intervened between the birth of her two children .,2,1
introduce,A new word processor was introduced,5,0
introduce,introduce exotic fruits,0,0
introduce,introduce legislation,0,0
invade,""" Hitler invaded Poland on September 1 , 1939 """,2,0
invade,This new colleague invades my territory,3,0
invade,The cancer had invaded her lungs,3,0
invite,Can I invite you for dinner on Sunday night ?,2,0
invite,I invited them to a restaurant,1,0
invite,We invited the neighbors in for a cup of coffee,1,0
invite,The organizers invite submissions of papers for the conference,2,0
involve,Do n't involve me in your family affairs !,2,0
involve,This decision involves many changes,2,0
involve,Dinner at Joe 's always involves at least six courses,5,0
involve,His story completely involved me during the entire afternoon,3,0
jam,The driver jammed the brake pedal to the floor,2,0
jam,the mechanism jammed,2,0
join,He joined the Communist Party as a young man,1,0
join,join these two parts so that they fit together,0,0
join,She joined him for a drink,1,0
join,The two roads join here,3,0
juggle,juggle an account so as to hide a deficit,0,1
juggle,She had to juggle her job and her children,3,1
juggle,the player juggled the ball,2,0
key,We were keyed after the locks were changed in the building,2,1
key,His new Mercedes was keyed last night in the parking lot,4,0
key,key one 's actions to the voters ' prevailing attitude,0,1
kick,The boy kicked the dog .,2,0
kick,The gun kicked back into my shoulder .,2,1
kick,He kicked the extra point after touchdown .,1,0
land,The bird landed on the highest branch,2,0
land,the pilot managed to land the airplane safely,4,0
land,this may land you in jail,2,1
land,The drug smugglers landed the heroin on the beach of the island,3,0
land,He landed several blows on his opponent 's head,1,0
land,The ship landed in Pearl Harbor,2,0
land,the enemy landed several of our aircraft,2,0
lay,This hen does n't lay,4,0
leak,The news were leaked to the paper,3,1
leak,The news leaked out despite his secrecy,2,1
leak,Water leaked out of the can into the backpack,1,0
leak,The container leaked gasoline,2,0
lean,She leaned over the banister,1,0
lean,He leaned his rifle against the wall,1,0
lean,We can lean on this man,2,1
lend,Her presence lends a certain cachet to the company,2,0
lend,I will lend you my car,2,0
lend,This story would lend itself well to serialization on television,3,1
level,level criticism or charges at somebody,0,1
level,The building was levelled,3,0
level,I have to level with you,3,1
level,The ground levelled off,2,0
lie,She lied when she told me she was only 29 .,1,0
lie,The fate of Bosnia lies in the hands of the West .,4,1
lie,Lie down on the bed until you feel better .,0,0
lighten,the conversation lightened me up a bit,2,1
lighten,she lightened the load on the tired donkey,1,0
lighten,""" after a glass of wine , he lightened up a bit """,8,1
lighten,The room lightened up,2,0
like,She likes to read Russian novels,1,0
like,How did you like the President 's speech last night ?,3,0
like,I 'd like a beer now !,2,0
line,trees line the riverbank,1,0
line,sorrow had lined his face,2,1
line,lined books are more enduring,0,0
live,People lived in Africa millions of years ago,1,0
live,we had to live frugally after the war,3,0
live,You must accept yourself and others if you really want to live,11,0
load,load the truck with hay,0,0
load,He loaded his gun carefully,1,0
load,load the bags onto the trucks,0,0
locate,Can you locate your cousins in the Midwest ?,2,0
locate,Our sense of sight enables us to locate objects in space .,7,0
locate,The company located some of their agents in Los Angeles .,2,0
lock,Lock the bike to the fence !,0,0
lock,The therapist noticed that the patient 's knees tended to lock in this exercise .,10,0
lock,He locked his hands around her neck .,1,1
lock,They were locked in embrace .,2,1
lock,He was locked in a laughing fit .,2,1
lock,She locked her jewels in the safe .,1,0
look,She looked over the expanse of land,1,0
look,The child looks unhappy,2,0
look,We looked all day and finally found the child in the forest,1,0
look,The house looks north,2,1
look,She looked her devotion to me,1,0
look,You do n't look your age !,3,0
loop,The bicycle looped around the tree .,2,1
loop,The stunt pilot looped his plane .,3,1
loop,He looped the watch through his belt .,1,0
map,map the surface of Venus,0,0
map,We have n't even begun to map the many galaxies that we know exist,6,0
map,sorrow was mapped on the mother 's face,2,1
march,The Japanese marched their prisoners through Manchuria,2,0
march,He marched into the classroom and announced the exam,1,0
march,They marched the mules into the desert,1,0
match,The company matched the employees ' contributions .,2,0
match,This job does n't match my dreams .,4,0
match,Let them match their best athletes against ours .,2,0
match,The two pieces match .,3,0
mean,You never understand what I mean !,5,0
mean,The water shortage means that we have to stop taking long showers .,3,0
mean,These flowers were meant for you .,3,0
mellow,Age and experience mellowed him over the years,3,0
mellow,""" With age , he mellowed """,5,0
mellow,These apples need to mellow a bit more,4,1
melt,The wax melted in the sun,2,0
melt,The sun melted the ice,2,0
melt,Hundreds of actors were melting into the scene,4,1
melt,her resistance melted under his charm,2,1
miss,I missed that remark,1,0
miss,He misses his mother,1,0
miss,I missed the concert,1,0
miss,How could I miss that typo ?,3,0
miss,She missed her train,1,0
miss,The arrow missed the target,2,0
miss,The child had been missing for a week,4,0
miss,""" Fortunately , I missed the hurricane """,4,0
moderate,John moderated the discussion,1,0
moderate,moderate your alcohol intake,0,0
moderate,He moderated his tone when the students burst out in tears,1,0
mold,The furniture molded in the old house,2,0
mold,She molded the rice balls carefully,1,0
mold,The dress molds her beautiful figure,2,1
mount,They mounted the aerator on a floating,1,0
mount,mount slides for macroscopic analysis,0,0
mount,mount a campaign against pornography,0,1
mount,mount a theater production,0,1
nag,She nags her husband all day long,1,0
nag,nagging concerns and doubts,0,1
nag,she nagged to take a vacation,1,0
name,They named their son David,1,0
name,Many senators were named in connection with the scandal,3,0
name,She was named Head of the Committee,2,0
name,name your accomplices !,0,0
name,His name was mentioned in connection with the invention,1,0
negociate,negociate securities,0,0
negociate,The hiker negociated the high mountain pass,2,1
negociate,The parties negociated all night,2,0
neutralize,The treaty neutralized the small republic,2,1
neutralize,Her optimism neutralizes his gloom,2,1
neutralize,She neutralized the solution,1,0
nod,He nodded his approval,1,0
nod,The teacher nodded when the student gave the right answer,2,0
nod,The old man was nodding in his chair,4,0
nod,the flowers were nodding in the breeze,3,1
nod,The old man sat nodding by the fireplace,4,0
note,She noted that someone was following her,1,0
note,Take note of this chemical reaction,1,0
note,she noted everything the teacher said that morning,1,0
offset,offset deposits and withdrawals,0,0
offset,His skills offset his opponent 's superior strength,2,0
offset,offset the conference proceedings,0,0
oppose,We oppose the ban on abortion,1,0
oppose,The senator said he would oppose the bill,5,0
oppose,The board opposed his motion,2,0
ordain,The King ordained the persecution and expulsion of the Jews .,2,0
ordain,He was ordained in the Church .,2,0
ordain,The minister was ordained only last month .,3,0
orient,We had to orient ourselves in the forest,3,0
orient,The dean of students tries to orient the freshmen,6,0
orient,a magazine oriented towards young people,2,0
paint,he painted all day in the garden,1,0
paint,We painted the rooms yellow,1,0
paint,He painted his mistress many times,1,0
palpitate,Her violent feelings palpitated the young woman 's heart,3,1
palpitate,His nostrils palpitated,2,0
palpitate,His heart palpitated,2,0
paste,paste the sign on the wall,0,0
paste,He pasted his opponent,1,1
paste,paste the wall with burlap,0,0
peep,He peeped at the woman through the window .,1,0
peep,He peeped his head through the window .,1,1
peep,The new moon peeped through the tree tops .,3,1
penetrate,The bullet penetrated her chest .,2,0
penetrate,The hikers did not manage to penetrate the dense forest .,6,0
perturb,She was rather perturbed by the news that her father was seriously ill,3,0
perturb,The electrons were perturbed by the passing ion,3,1
perturb,The orbits of these stars were perturbed by the passings of a comet,6,1
perturb,Fundamental Islamicists threaten to perturb the social order in Algeria and Egypt,4,1
piece,""" piece the broken pieces of thread , slivers , and rovings """,4,0
piece,He pieced at the sandwich all morning,1,1
piece,She pieced the china cup,1,0
pierce,The cold pierced her bones .,2,1
pierce,The scream pierced the night .,2,1
pierce,The needle pierced her flesh .,2,0
pin,The child was pinned under the fallen tree,3,0
pin,pin the needle to the shirt,0,0
pin,pin down the butterfly,0,0
ping,The bugs pinged the lamp shade,2,0
ping,the car pinged when I put in low - octane gasoline,2,0
ping,the bullet pinged when they struck the car,2,0
ping,I 'll ping my accountant -- April 15 is nearing,2,1
ping,ping your machine in the office,0,0
plaster,The demonstrators plastered the hallways with posters,2,0
plaster,She plastered warnings all over the wall,1,0
plaster,plaster the broken arm,0,0
plead,I pleaded with him to stop .,1,0
plead,She was pleading insanity .,2,0
plead,She pleaded not guilty .,1,0
please,These colors please the senses,2,0
please,he could do many things if he pleased,7,0
please,The waiters around her aim to please,6,0
pledge,I pledge that I will honor my wife,1,0
pledge,I pledged $ 10 a month to my favorite radio station,1,0
pledge,I was pledged to silence,2,0
plunge,the stock market plunged,3,0
plunge,She plunged at it eagerly,1,0
plunge,The professor plunged his students into the study of the Italian text,2,1
plunge,It plunged to the bottom of the well,1,0
poison,poison someone 's mind,0,1
poison,She poisoned her husband,1,0
poison,Her husband poisoned her drink in order to kill her,2,0
poison,This mushrooms can poison,3,0
poison,She poisoned her husband but he did not die,1,0
port,the captain ported the ship at night,2,0
port,The ship finally ported,3,0
port,The big ship was slowly porting,5,0
port,The small canoe could be ported easily,5,0
port,We were porting all in the club after dinner,2,1
portray,The book portrays the actor as a selfish person,2,0
portray,""" Goya wanted to portray his mistress , the Duchess of Alba """,4,0
portray,The father is portrayed as a good - looking man in this painting,3,0
pose,This poses an interesting question,1,1
pose,We do n't know the woman who posed for Leonardo so often,7,0
pose,She posed as the Czar 's daughter,1,0
pound,the salesman pounded the door knocker,2,0
pound,The locks pound the water of the canal,2,1
pound,The prisoners are safely pounded,4,1
pound,pound the cows so they do n't stray,0,0
pound,pound the roots with a heavy flat stone,0,0
pour,They poured water over the floor .,1,0
pour,People were pouring out of the theater .,2,1
pour,Water poured all over the floor .,1,0
pour,We poured money into the education of our children .,1,1
pour,Put on your rain coat -- it 's pouring outside !,8,1
precede,Stone tools precede bronze tools,2,0
precede,Most English adjectives precede the noun they modify,3,0
precede,Bill preceded John in the long line of Susan 's husbands,1,0
precede,She always precedes her lectures with a joke,2,0
precipitate,The crisis precipitated by Russia 's revolution,2,1
precipitate,Our economy precipitated into complete ruin,2,1
precipitate,The bridge broke and precipitated the train into the river below,4,1
predicate,The predicate ` dog ' is predicated of the subject ` Fido ' in the sentence ` Fido is a dog ',6,0
predicate,The speech predicated the fitness of the candidate to be President,2,0
predicate,solving the problem is predicated on understanding it well,4,0
preserve,preserve the peace in the family,0,1
preserve,We preserve these archeological findings,1,0
preserve,preserve the forest and the lakes,0,0
prick,The nurse pricked my finger to get a small blood sample,2,0
prick,The needle pricked his skin,2,0
prick,The dog pricked up his ears,2,0
prick,The thought of her unhappiness pricked his conscience,5,1
process,The results of the elections were still being processed when he gave his acceptance speech,8,0
process,He was warned that the district attorney would process him,8,1
process,They processed into the dining room,1,0
process,He was processed by the sheriff,2,0
produce,The tree would not produce fruit,4,0
produce,We produce more cars than we can sell,1,0
produce,This procedure produces a curious effect,2,0
produce,The proud father produced many pictures of his baby,3,0
produce,The Bordeaux region produces great red wines,3,0
profess,She professes organic chemistry,1,0
profess,The terrorists professed allegiance to their country,2,0
profess,The teacher professed that he was not generous when it came to giving good grades,2,0
profess,she professed herself as a nun,1,0
profess,He professed innocence but later admitted his guilt,1,0
propagate,The genes propagate these characteristics to the offspring .,2,0
propagate,Sound and light propagate in this medium .,3,0
propagate,Sound or light can be propagated through air .,5,0
propagate,This great civilization was propagated throughout the land .,4,0
provide,We provided the room with an electrical heater,1,0
provide,The hostess provided lunch for all the guests,2,0
provide,The will provides that each child should receive half of the money,2,0
provide,He provides for his large family by working three jobs,1,0
provide,provide for the proper care of the passengers on the cruise ship,0,0
puff,The sudden fame puffed her ego,3,1
puff,The critics puffed up this Broadway production,2,1
puff,A puffing kind of man,1,1
puff,Her faced puffed up from the drugs,2,0
puff,he huffed and puffed as he made his way up the mountain,3,0
pump,He pumped bullets into the dummy .,1,1
pump,The athlete pumps weights in the gym .,2,0
pump,She pumped the witnesses for information .,1,1
push,He pushed the table into a corner,1,0
push,""" ` Now push hard , ' said the doctor to the woman """,3,0
push,He pushed her to finish her doctorate,1,1
push,The salesman is aggressively pushing the new computer model,4,1
push,she pushed against the wall with all her strength,1,0
push,She is pushing fifty,2,1
push,The liberal party pushed for reforms,3,1
push,The guy hanging around the school is pushing drugs,7,1
push,The crowd pushed forward,2,0
put,That song put me in awful good humor,2,0
put,I would n't put it that way,3,0
put,She put too much emphasis on her the last statement,1,1
put,We put the time of arrival at 8 P.M.,1,0
put,He put her to the torture,1,0
put,put these words to music,0,0
put,I put these memories with those of bygone times,1,0
quote,He quoted the Bible to her .,1,0
quote,He quoted prices for cars .,1,0
quote,He said he could quote several instances of this behavior .,4,0
radiate,The sun radiates heat,2,0
radiate,She radiates happiness,1,1
radiate,spokes radiate from the hub of the wheel,1,0
radiate,Heat radiated from the metal box,1,0
raid,The police raided the crack house,2,0
raid,The pirates raided the coastal villages regularly,2,0
raid,T. Boone Pickens raided many large companies,3,0
raid,Our babysitter raided our refrigerator,2,1
rail,rail in the old graves,0,1
rail,rail off the crowds from the Presidential palace,0,0
rail,fresh fruit are railed from Italy to Belgium,3,0
rail,They railed from Rome to Venice,1,0
rail,hundreds of miles were railed out here,4,0
rail,They are railing for fresh fish,2,1
ramp,The roses ramped over the wall,2,0
range,Estimates for the losses in the earthquake range as high as $ 2 billion .,7,0
rationalize,rationalize the child 's seemingly crazy behavior,0,1
rationalize,We rationalized the factory 's production and raised profits,1,0
rationalize,""" When one wonders why one is doing certain things , one should rationalize """,13,0
rationalize,This function can be rationalized,4,0
reach,Government reaches out to the people,1,1
reach,Our advertisements reach millions,2,0
reach,The sunlight reached the wall,2,0
recall,The ambassador was recalled to his country,3,0
recall,She was recalled by a loud laugh,2,0
recall,The company recalled the product when it was found to be faulty,2,0
recall,recall the defective auto tires,0,0
recapture,She could not recapture that feeling of happiness .,3,1
recapture,The author recaptures an old idea here .,2,0
recapture,The military forces managed to recapture the fort .,5,0
recapture,They tried to recapture the escaped prisoner .,3,0
recast,He was recast as Iago .,2,0
recast,The bell cracked and had to be recast .,7,0
recast,She had to recast her image to please the electorate in her home state .,3,0
recruit,The party recruited many new members .,2,0
recruit,The lab director recruited an able crew of assistants .,3,0
recruit,They recruited new soldiers .,1,0
redouble,The enemy redoubled their screaming on the radio,2,0
redouble,The noise doubled and redoubled,4,0
redouble,The screaming redoubled,2,0
redound,Fame redounds to the heroes .,1,1
redound,Everything redounded to his glory .,1,1
redound,Her efforts will redound to the general good .,3,1
reenact,They reenacted the battle of Princeton,1,0
reenact,Congress reenacted the law,1,0
reenact,She reenacted what had happened earlier that day,1,0
refer,There were lots of questions referring to her talk,5,0
refer,This plant can be referred to a known species,4,0
refer,refer a patient to a specialist,0,0
refer,Christians refer to the mother of Jesus as the Virgin Mary,1,0
refine,refine one 's style of writing,0,0
refine,refine a design or pattern,0,0
refine,many valuable nutrients are refined out of the foods in our modern diet,4,0
refine,refine a method of analysis,0,0
reflect,This action reflects his true beliefs,2,1
reflect,Sound is reflected well in this auditorium,2,0
reflect,Drive carefully -- the wet road reflects,6,0
reflect,her sunglasses reflected his image,2,0
reflect,His lack of interest in the project reflects badly on him,7,1
reflect,The mess in his dorm room reflects on the student,6,1
reform,reform a political system,0,0
reform,The Church reformed me,2,1
reform,reform the health system in this country,0,0
reform,The lazy student promised to reform,5,0
register,Did this event register in your parents ' minds ?,3,0
register,register for an election,0,0
register,Did you register any change when I pressed the button ?,2,0
register,Her surprise did not register,4,0
register,I 'd like to register this letter,4,0
rejuvenate,the land rejuvenated,2,0
rejuvenate,The contact with his grandchildren rejuvenated him,5,0
rejuvenate,The old man rejuvenated when he became a grandfather,3,0
relate,The witness related the events .,2,1
relate,How are these two observations related ?,5,0
relate,She relates well to her peers,1,0
relax,He relaxed in the hot tub,1,0
relax,relax the tension on the rope,0,0
relax,A hot bath always relaxes me,4,0
relax,our new colleague relaxed when he saw that we were a friendly group,3,0
relax,The government relaxed the curfew after most of the rebels were caught,2,1
relax,The rules relaxed after the new director arrived,2,1
remember,I ca n't remember saying any such thing,3,0
remember,he remembered how he used to pick flowers,1,0
remember,He remembered her in his will,1,0
remember,remember me in your prayers,0,0
remember,""" After the shelling , many people lost the ability to remember """,11,0
remember,We remembered the 50th anniversary of the liberation of Auschwitz,1,0
remit,The taxes were remitted,3,0
remit,God will remit their sins,2,0
remit,The pain finally remitted,3,0
repair,She repaired her TV set,1,0
repair,One can never fully repair the suffering and losses of the Jews in the Third Reich,4,0
repair,He repaired to his cabin in the woods,1,1
replace,He replaced the old razor blade,1,0
replace,Smith replaced Miller as CEO after Miller left,1,0
replace,replace the book on the shelf after you have finished reading it,0,0
replace,the con artist replaced the original with a fake Rembrandt,3,0
report,Dozens of incidents of wife beatings are reported daily in this city,7,0
report,I report to work every day at 9 o'clock,1,0
report,One student reported the other to the principal,2,0
report,Snow reported on China in the 1950 's,1,0
report,I reported her to the supervisor,1,0
repose,These philosophers reposed the law in the people,2,0
repose,Mao reposes in his mausoleum,1,0
repose,The nation reposed its confidence in the King,2,0
reseat,reseat the old broken chair,0,0
reseat,reseat Carnegie Hall,0,0
reseat,The usher insisted on reseating us,4,0
restore,restore the forest to its original pristine condition,0,0
restore,The week at the spa restored me,5,0
restore,restore law and order,0,0
retain,This soil retains water,2,0
retain,The landlord retained the security deposit,2,0
retain,I can not retain so much information,3,0
retrofit,They car companies retrofitted all the old models with new carburetors,3,0
retrofit,The mansion was retrofitted with modern plumbing,3,0
retrofit,The laboratory retrofitted to meet the safety codes,2,0
review,let 's review your situation,2,0
review,She reviews books for the New York Times,1,0
review,I reviewed the material before the test,1,0
review,she reviewed her achievements with pride,1,0
revive,The doctors revived the comatose man,2,0
revive,A hot soup will revive me,4,1
revive,Interest in ESP revived,3,1
revive,He revived this style of opera,1,0
right,right a wrongs done to the victims of the Holocaust,0,0
right,They righted the sailboat that had capsized,1,0
right,The capsized boat righted again,3,0
rip,The curtain ripped from top to bottom .,2,0
rip,The tornado ripped along the coast .,2,1
rip,The candidate ripped into his opponent mercilessly .,2,1
root,this plant roots quickly,2,0
root,The problem roots in her depression,2,1
root,the pig was rooting for truffles,3,0
rotate,We rotate the lead soprano every night,1,0
rotate,Interns have to rotate for a few months,3,1
rotate,We rotate the crops so as to maximize the use of the soil,1,0
rubricate,She was rubricated by the pope,2,0
rubricate,the manuscript is not rubricated,4,0
rubricate,""" In this beautiful book , all the place names are rubricated """,11,0
ruffle,She wanted to ruffle his composure .,3,1
ruffle,This play is going to ruffle some people .,5,1
ruffle,The bird ruffled its feathers .,2,0
ruffle,The wind ruffled the surface of the water .,2,0
ruffle,The seamstress ruffled the curtain fabric .,2,0
ruin,You have ruined my car by pouring sugar in the tank !,2,0
ruin,This behavior will ruin your chances of winning the election,3,0
ruin,The country lay ruined after the war,3,0
sail,We sailed the Atlantic,1,0
sail,The QE2 will sail to Southampton tomorrow,3,0
salt,the rebels had salted the fields with mines and traps,3,1
salt,She salts her lectures with jokes,1,1
salt,people used to salt meats on ships,3,0
salute,I meet this men every day on my way to work and he salutes me,13,0
salute,I salute your courage !,1,1
salute,a terrible stench saluted our nostrils,3,1
salute,""" When the officers show up , the soldiers have to salute """,11,0
scale,This bike scales only 25 pounds,2,0
scale,The troops scaled the walls of the fort,2,0
scale,We scaled the Mont Blanc,1,0
scale,This model must be scaled down,4,0
scan,the surgeon scanned the X - ray,2,0
scan,She scanned the newspaper headlines while waiting for the taxi,1,0
scan,The beams scanned the night sky,2,1
scorch,The heat scorched the countryside .,2,1
scorch,The wildfire scorched the forest and several homes .,2,0
scorch,The exposed tree scorched in the hot sun .,3,1
score,The home team scored many times .,3,0
score,She scored the clay before firing it .,1,0
score,She scored high on the SAT .,1,0
score,They scored the SAT essays .,1,0
screen,They decided to screen the blood for the HIV virus .,3,1
screen,The officer screened the suitcases .,2,0
screen,The scientist screened these samples .,2,0
seat,The host seated me next to Mrs. Smith,2,0
seat,""" The theater seats 2,000 """,3,0
seat,seat the camera on the tripod,0,0
seat,the mother seated the toddler on the high chair,2,0
seem,She seems to be sleeping,1,0
seem,It seems that he is very gifted,1,0
seem,There seems no reason to go ahead with the project now,1,0
seem,I seem to be misunderstood by everyone,1,0
segregate,This neighborhood is segregated,3,0
segregate,Many towns segregated into new counties,2,0
segregate,the sun segregates the carbon,2,0
seize,The sales clerk quickly seized the money on the counter,4,0
seize,The terrorists seized the politicians,2,0
seize,the invaders seized the land and property of the inhabitants,2,0
seize,The FBI seized the drugs,2,0
seize,Fear seized the prisoners,1,1
sell,These books sell like hot cakes .,2,0
sell,The French try to sell us their image as great lovers .,4,1
sell,The brothers sell shoes .,2,0
sense,This robot can sense the presence of people in the room,3,0
sense,I sense his hostility,1,0
sense,I sensed the real meaning of his letter,1,0
sensitize,He was not sensitized to her emotional needs,3,0
sensitize,She sensitized me with respect to gender differences in this traditional male - dominated society,1,1
sensitize,Long - term exposure to this medicine may sensitize you to the allergen,8,0
sensitize,sensitize the photographic film,0,0
sequester,the estate was sequestered,3,0
sequester,The cations were sequestered,3,0
sequester,He sequestered himself in his study to write a book,1,0
sequester,The dentist sequesters the tooth he is working on,2,0
shake,The bad news shook her hopes .,3,1
shake,I could n't shake the car that was following me .,3,1
shake,Shake the salt out of the salt shaker .,0,0
sharpen,We had to sharpen our arguments,3,1
sharpen,The debate sharpened,2,1
sharpen,This drug will sharpen your vision,3,1
shed,He shed his image as a pushy boss .,1,1
shed,She shed a lot of tears when this happened .,1,0
shed,Our dog sheds every Spring .,2,0
shipwreck,You have shipwrecked my career .,2,1
shipwreck,They were shipwrecked in one of the mysteries at sea .,2,0
shipwreck,The vessel was shipwrecked .,3,0
shorten,He shortened his trip due to illness,1,0
shorten,The manuscript must be shortened,4,0
shorten,shorten the rope by a few inches,0,0
shorten,""" In winter , the days shorten """,6,0
shower,He was showered with praise,2,1
shower,The guests showered rice on the couple,2,0
shower,You should shower after vigorous exercise,2,0
shower,Meteors showered down over half of Australia,1,0
shower,He showered her with presents,1,1
sift,The soldiers sifted through the woods .,2,1
sift,He sifted the information .,1,1
sift,They sifted through the job candidates .,1,1
sign,She signed the letter and sent it off .,1,0
sign,He signed to play the casino on December 18 .,1,0
sign,They signed two new pitchers for the next season .,1,1
sign,He signed his disapproval with a dismissive hand gesture .,1,1
sign,This road has been signed .,4,0
sign,""" I do n't know how to sign , so I could not communicate with my deaf cousin . """,7,0
sing,She was singing while she was cooking,2,0
sing,The nightingale was singing,3,0
sing,the kettle was singing,3,1
sit,When does the court of law sit ?,6,1
sit,The White House sits on Pennsylvania Avenue,3,1
sit,I can not baby - sit tonight ; I have too much homework to do,5,1
smash,He smashed a 3-run homer,1,1
smash,She smashed her car against the guard rail,1,0
smash,The motorcycle smashed into the guard rail,2,0
smash,The police smashed the drug ring after they were tipped off,2,1
smother,smother the meat in gravy,0,0
smother,Othello smothered Desdemona with a pillow,1,0
smother,the butter cream smothered the cake,3,1
snort,she snorted her disapproval of the proposed bridegroom,1,1
snort,The critic snorted contemptuously,2,0
snort,The addict was snorting cocaine almost every day,3,0
socialize,He never socializes with his colleagues,2,0
socialize,The children must be properly socialized,5,0
socialize,Children have to be socialized in school,4,0
socialize,Health care should be socialized !,4,0
solicit,Henry IV solicited the Pope for a divorce .,2,0
solicit,He was solicited by a prostitute .,2,0
solicit,He was accused of soliciting his colleagues to destroy the documents .,4,0
solicit,She is too shy to solicit .,5,0
sound,This sounds interesting,1,0
sound,This record sounds scratchy,2,0
sound,sound a certain note,0,0
sow,She sowed sunflower seeds,1,0
sow,sow suspicion or beliefs,0,1
sow,sow the ground with sunflower seeds,0,0
spat,Bullets were spatting down on us,2,0
spat,Bullets were spatting the leaves,2,0
specialize,She specializes in Near Eastern history,1,0
specialize,specialize one 's research,0,0
specialize,She specializes in honey bees,1,0
spell,How do you spell this word ?,3,0
spell,I 'm afraid this spells trouble !,4,1
spell,He spelled the word wrong in this letter,1,0
spell,She spelled her husband at the wheel,1,1
spell,the workers spell every four hours,2,1
splash,She splashed the water around her .,1,0
splash,The mother splashed the baby 's face with water .,2,0
splash,The mountain was splashed with snow .,3,1
splash,Water was splashing on the floor .,2,0
spot,The wine spotted the tablecloth,2,0
spot,This dress spots quickly,2,0
spot,spot the areas that one should clearly identify,0,0
spray,Water sprayed all over the floor,1,0
spray,spray water on someone,0,0
spray,spray the wall with paint,0,0
spread,The invaders spread their language all over the country,2,0
spread,spread cheese on a piece of bread,0,0
spread,the infection spread,2,0
spread,A big oil spot spread across the water,4,0
spread,He spread fertilizer over the lawn,1,0
spread,spread the bread with cheese,0,0
square,square the wood with a file,0,0
square,He squared his shoulders,1,1
square,one idea squares with the other one,2,1
stagger,The drunken man staggered into the room .,3,0
stagger,He staggered along in the heavy snow .,1,0
stagger,The architect decided to stagger the chairs in the lecture hall .,4,0
stagger,She was staggered with bills after she tried to rebuild her house following the earthquake .,2,1
stagnate,Industry will stagnate if we do not stimulate our economy,2,0
stagnate,There are marshes that stagnate the waters,4,0
stagnate,blood stagnates in the capillaries,1,0
stagnate,The old man sat and stagnated on his porch,5,0
stall,The car stalled in the driveway,2,0
stall,""" she does n't want to write the report , so she is stalling """,13,0
stall,The inexperienced driver kept stalling the car,4,0
stamp,a man whose name is permanently stamped on our maps,6,1
stamp,His playing stamps him as a Romantic,2,1
stamp,Are the letters properly stamped ?,4,0
stamp,stamp fruit extract the juice,0,1
stampede,Thunderbolts can stampede animals,2,0
stampede,The tavern owners stampeded us into overeating,3,1
stampede,Companies will now stampede to release their latest software,3,1
steam,The ship steamed off into the Pacific,2,0
steam,The rain forest was literally steaming,5,0
steam,her indifference to his amorous advances really steamed the young man,7,1
steam,steam - clean the upholstered sofa,0,0
